股票代码_StkCd,日期_Date,风险因子_流通市值加权_持有期收益_Beta_TMV_H
603949,2021/05/31,2.1811
603949,2021/06/30,2.4303
603949,2021/07/30,0.1835
603949,2021/08/31,0.3401
603949,2021/09/30,-0.4465
603949,2021/10/29,-0.3709
603949,2021/11/30,-0.4474
603949,2021/12/31,-0.3489
603950,2021/05/31,0.0149
603950,2021/06/30,0.3381
603950,2021/07/30,0.2171
603950,2021/08/31,0.004
603950,2021/09/30,-0.4387
603950,2021/10/29,-0.2
603950,2021/11/30,0.0444
603950,2021/12/31,0.1881
603955,2018/03/13,0.2302
603955,2018/05/31,0.1042
603955,2018/06/29,0.4071
603955,2018/07/31,0.2215
603955,2018/08/31,0.7828
603955,2018/09/28,0.5198
603955,2018/10/31,0.5986
603955,2018/11/30,0.1804
603955,2018/12/28,0.1833
603955,2019/01/31,0.2277
603955,2019/02/28,1.3135
603955,2019/03/29,1.4003
603955,2019/04/30,1.5524
603955,2019/05/31,1.4469
603955,2019/06/28,1.4553
603955,2019/07/31,1.4793
603955,2019/08/30,1.4126
603955,2019/09/30,1.4616
603955,2019/10/31,1.4857
603955,2019/11/29,1.5432
603955,2019/12/31,1.5223
603955,2020/01/23,1.5402
603955,2020/02/28,1.2407
603955,2020/03/31,0.412
603955,2020/04/30,0.0881
603955,2020/05/29,-0.1529
603955,2020/06/30,-0.2001
603955,2020/07/31,0.4434
603955,2020/08/31,0.4032
603955,2020/09/30,0.6305
603955,2020/10/30,0.6336
603955,2020/11/30,0.5834
603955,2020/12/31,0.471
603955,2021/01/29,0.5877
603955,2021/02/26,0.479
603955,2021/03/31,1.067
603955,2021/04/30,1.1053
603955,2021/05/31,1.0053
603955,2021/06/30,0.9763
603955,2021/07/30,0.5984
603955,2021/08/31,0.4446
603955,2021/09/30,0.124
603955,2021/10/29,0.1805
603955,2021/11/30,-0.194
603955,2021/12/31,0.2782
603956,2020/02/28,3.0828
603956,2020/03/31,-1.3335
603956,2020/04/30,-1.1395
603956,2020/05/29,-0.8242
603956,2020/06/30,-0.2909
603956,2020/07/31,0.2355
603956,2020/08/31,0.3713
603956,2020/09/30,0.5278
603956,2020/10/30,0.518
603956,2020/11/30,0.4159
603956,2020/12/31,0.3145
603956,2021/01/29,0.2806
603956,2021/02/26,0.1909
603956,2021/03/31,0.1696
603956,2021/04/30,0.2147
603956,2021/05/31,0.3241
603956,2021/06/30,0.2566
603956,2021/07/30,0.1467
603956,2021/08/31,0.4036
603956,2021/09/30,0.3
603956,2021/10/29,0.3822
603956,2021/11/30,0.3041
603956,2021/12/31,0.7372
603958,2017/06/30,3.6651
603958,2017/07/31,-0.6823
603958,2017/08/31,-0.9167
603958,2017/09/29,-1.1777
603958,2017/10/31,-1.2246
603958,2017/11/30,-1.442
603958,2017/12/29,-3.8348
603958,2018/01/31,-2.0321
603958,2018/02/28,-0.1596
603958,2018/03/30,-0.4525
603958,2018/04/27,-0.592
603958,2018/05/31,-0.4854
603958,2018/06/29,0.6665
603958,2018/07/31,1.3231
603958,2018/08/31,1.2189
603958,2018/09/28,1.2145
603958,2018/10/31,1.1515
603958,2018/11/30,1.1853
603958,2018/12/28,1.207
603958,2019/01/31,1.115
603958,2019/02/28,1.1458
603958,2019/03/29,1.3456
603958,2019/04/30,1.5032
603958,2019/05/31,1.5403
603958,2019/06/28,1.3296
603958,2019/07/31,1.3378
603958,2019/08/30,1.3005
603958,2019/09/30,1.3319
603958,2019/10/31,1.4582
603958,2019/11/29,1.5046
603958,2019/12/31,1.6068
603958,2020/01/23,1.593
603958,2020/02/28,1.6946
603958,2020/03/31,1.324
603958,2020/04/30,1.2953
603958,2020/05/29,1.0548
603958,2020/06/30,1.2861
603958,2020/07/31,1.1424
603958,2020/08/31,1.0983
603958,2020/09/30,1.1446
603958,2020/10/30,1.1525
603958,2020/11/30,1.3587
603958,2020/12/31,1.2637
603958,2021/01/29,1.5058
603958,2021/02/26,1.3979
603958,2021/03/31,1.3296
603958,2021/04/30,1.3308
603958,2021/05/31,1.3182
603958,2021/06/30,0.628
603958,2021/07/30,1.8127
603958,2021/08/31,1.5854
603958,2021/09/30,1.4661
603958,2021/10/29,1.517
603958,2021/11/30,0.7381
603958,2021/12/31,1.2604
603959,2017/05/31,1.9764
603959,2017/06/30,2.4779
603959,2017/07/31,3.2044
603959,2017/08/31,3.3464
603959,2017/09/29,2.6334
603959,2017/10/31,2.6907
603959,2017/11/30,3.5881
603959,2017/12/29,3.7007
603959,2018/01/31,2.412
603959,2018/02/28,1.224
603959,2018/03/30,0.7026
603959,2018/04/27,0.9977
603959,2018/05/31,0.8896
603959,2018/06/29,1.5263
603959,2018/07/31,1.3522
603959,2018/08/31,1.5741
603959,2018/09/28,1.2737
603959,2018/10/31,1.3527
603959,2018/11/30,1.4694
603959,2018/12/28,1.4061
603959,2019/01/31,1.6411
603959,2019/02/28,2.6923
603959,2019/03/29,2.5989
603959,2019/04/30,2.4911
603959,2019/05/31,2.5138
603959,2019/06/28,2.4185
603959,2019/07/31,2.4615
603959,2019/08/30,2.4827
603959,2019/09/30,2.5862
603959,2019/10/31,2.3883
603959,2019/11/29,2.6955
603959,2019/12/31,3.1679
603959,2020/01/23,3.2774
603959,2020/02/28,2.1761
603959,2020/03/31,2.8515
603959,2020/04/30,2.1008
603959,2020/05/29,2.2495
603959,2020/06/30,3.0906
603959,2020/07/31,1.7319
603959,2020/08/31,1.7321
603959,2020/09/30,1.1675
603959,2020/10/30,1.1258
603959,2020/11/30,0.5938
603959,2020/12/31,0.3204
603959,2021/01/29,0.1764
603959,2021/02/26,0.1183
603959,2021/03/31,-0.3361
603959,2021/04/30,-0.2053
603959,2021/05/31,-0.4013
603959,2021/06/30,-0.6983
603959,2021/07/30,-3.0485
603959,2021/08/31,-2.5669
603959,2021/09/30,-2.8552
603959,2021/10/29,-2.8031
603959,2021/11/30,-2.1454
603959,2021/12/31,-2.6549
603960,2018/05/31,-0.311
603960,2018/06/29,-0.6948
603960,2018/07/31,-0.5883
603960,2018/08/31,-0.3432
603960,2018/09/28,-0.1525
603960,2018/10/31,0.0275
603960,2018/11/30,0.0553
603960,2018/12/28,0.2462
603960,2019/01/31,-0.1594
603960,2019/02/28,0.5411
603960,2019/03/29,0.8492
603960,2019/04/30,0.9209
603960,2019/05/31,0.9964
603960,2019/06/28,1.4279
603960,2019/07/31,1.4319
603960,2019/08/30,1.3377
603960,2019/09/30,1.4777
603960,2019/10/31,1.5559
603960,2019/11/29,1.5981
603960,2019/12/31,1.6166
603960,2020/01/23,1.7357
603960,2020/02/28,1.5183
603960,2020/03/31,1.5863
603960,2020/04/30,1.509
603960,2020/05/29,1.4347
603960,2020/06/30,1.8588
603960,2020/07/31,3.0006
603960,2020/08/31,3.1443
603960,2020/09/30,3.4451
603960,2020/10/30,3.4925
603960,2020/11/30,3.4647
603960,2020/12/31,3.6701
603960,2021/01/29,4.0316
603960,2021/02/26,4.5113
603960,2021/03/31,4.7085
603960,2021/04/30,4.8108
603960,2021/05/31,4.9097
603960,2021/06/30,4.7214
603960,2021/07/30,3.3953
603960,2021/08/31,2.407
603960,2021/09/30,1.95
603960,2021/10/29,1.9347
603960,2021/11/30,1.2653
603960,2021/12/31,0.4318
603963,2018/09/28,0.3123
603963,2018/10/31,0.3207
603963,2018/11/30,0.344
603963,2018/12/28,0.326
603963,2019/01/31,0.0769
603963,2019/02/28,1.4667
603963,2019/03/29,2.0516
603963,2019/04/30,2.0412
603963,2019/05/31,2.0431
603963,2019/06/28,2.2099
603963,2019/07/31,2.2066
603963,2019/08/30,2.0028
603963,2019/09/30,2.2398
603963,2019/10/31,2.3063
603963,2019/11/29,2.3538
603963,2019/12/31,2.2619
603963,2020/01/23,2.2876
603963,2020/02/28,1.7024
603963,2020/03/31,1.002
603963,2020/04/30,1.0074
603963,2020/05/29,0.5581
603963,2020/06/30,0.557
603963,2020/07/31,0.9055
603963,2020/08/31,1.0277
603963,2020/09/30,1.0796
603963,2020/10/30,1.0755
603963,2020/11/30,1.0346
603963,2020/12/31,1.0145
603963,2021/01/29,1.1695
603963,2021/02/26,1.1807
603963,2021/03/31,1.1307
603963,2021/04/30,1.0853
603963,2021/05/31,1.2475
603963,2021/06/30,1.3303
603963,2021/07/30,1.2284
603963,2021/08/31,1.2563
603963,2021/09/30,1.2166
603963,2021/10/29,1.2922
603963,2021/11/30,1.2243
603963,2021/12/31,2.0039
603966,2018/01/31,1.7175
603966,2018/02/28,0.3278
603966,2018/03/30,0.0516
603966,2018/04/27,-0.1769
603966,2018/05/31,-0.2245
603966,2018/06/29,0.284
603966,2018/07/31,0.9583
603966,2018/08/31,0.8635
603966,2018/09/28,0.8769
603966,2018/10/31,0.6613
603966,2018/11/30,0.7439
603966,2018/12/28,0.7785
603966,2019/01/31,1.1609
603966,2019/02/28,1.3601
603966,2019/03/29,1.5477
603966,2019/04/30,1.5864
603966,2019/05/31,1.7288
603966,2019/06/28,1.5041
603966,2019/07/31,1.4869
603966,2019/08/30,1.4038
603966,2019/09/30,1.4769
603966,2019/10/31,1.4114
603966,2019/11/29,1.5702
603966,2019/12/31,1.5788
603966,2020/01/23,1.5992
603966,2020/02/28,1.5217
603966,2020/03/31,1.1745
603966,2020/04/30,0.9444
603966,2020/05/29,0.4366
603966,2020/06/30,0.9995
603966,2020/07/31,2.6508
603966,2020/08/31,2.7158
603966,2020/09/30,2.7597
603966,2020/10/30,2.7898
603966,2020/11/30,2.6402
603966,2020/12/31,2.7969
603966,2021/01/29,2.8976
603966,2021/02/26,2.9734
603966,2021/03/31,3.4369
603966,2021/04/30,3.3512
603966,2021/05/31,2.7433
603966,2021/06/30,2.8034
603966,2021/07/30,0.9037
603966,2021/08/31,1.0122
603966,2021/09/30,0.5762
603966,2021/10/29,0.5989
603966,2021/11/30,0.2541
603966,2021/12/31,0.589
603967,2020/04/30,0.3782
603967,2020/05/29,0.5314
603967,2020/06/30,1.0092
603967,2020/07/31,0.7903
603967,2020/08/31,0.7603
603967,2020/09/30,0.8771
603967,2020/10/30,0.881
603967,2020/11/30,0.8023
603967,2020/12/31,0.7706
603967,2021/01/29,0.815
603967,2021/02/26,0.8075
603967,2021/03/31,0.7308
603967,2021/04/30,0.7498
603967,2021/05/31,0.8187
603967,2021/06/30,0.8452
603967,2021/07/30,0.8739
603967,2021/08/31,0.909
603967,2021/09/30,0.7503
603967,2021/10/29,0.6752
603967,2021/11/30,0.5133
603967,2021/12/31,1.0415
603968,2016/05/31,1.3167
603968,2016/06/30,1.2542
603968,2016/07/29,1.6781
603968,2016/08/31,1.5271
603968,2016/09/30,1.5416
603968,2016/10/31,1.4646
603968,2016/11/30,1.4106
603968,2016/12/30,1.4209
603968,2017/01/26,1.5487
603968,2017/02/28,1.465
603968,2017/03/31,0.5772
603968,2017/04/28,1.2055
603968,2017/05/31,1.0628
603968,2017/06/30,1.1187
603968,2017/07/31,0.509
603968,2017/08/31,0.8867
603968,2017/09/29,0.8143
603968,2017/10/31,0.8806
603968,2017/11/30,0.9817
603968,2017/12/29,1.0606
603968,2018/01/31,0.3415
603968,2018/02/28,-0.1711
603968,2018/03/30,-0.2495
603968,2018/04/27,-0.0909
603968,2018/05/31,-0.1064
603968,2018/06/29,0.2466
603968,2018/07/31,0.0953
603968,2018/08/31,0.2808
603968,2018/09/28,-0.2021
603968,2018/10/31,0.0062
603968,2018/11/30,0.0312
603968,2018/12/28,0.0234
603968,2019/01/31,0.3245
603968,2019/02/28,0.9983
603968,2019/03/29,1.0446
603968,2019/04/30,1.0287
603968,2019/05/31,1.0719
603968,2019/06/28,1.0655
603968,2019/07/31,1.0124
603968,2019/08/30,1.0147
603968,2019/09/30,1.2676
603968,2019/10/31,1.2832
603968,2019/11/29,1.3886
603968,2019/12/31,1.4056
603968,2020/01/23,1.3683
603968,2020/02/28,1.3441
603968,2020/03/31,1.6409
603968,2020/04/30,1.758
603968,2020/05/29,1.7391
603968,2020/06/30,1.5785
603968,2020/07/31,1.9289
603968,2020/08/31,1.8738
603968,2020/09/30,1.9413
603968,2020/10/30,1.9361
603968,2020/11/30,1.8378
603968,2020/12/31,1.8674
603968,2021/01/29,2.0387
603968,2021/02/26,2.1214
603968,2021/03/31,1.9798
603968,2021/04/30,2.0052
603968,2021/05/31,1.8476
603968,2021/06/30,1.8166
603968,2021/07/30,1.1594
603968,2021/08/31,1.3335
603968,2021/09/30,1.1028
603968,2021/10/29,1.3007
603968,2021/11/30,1.0288
603968,2021/12/31,1.2519
603969,2016/02/29,1.8244
603969,2016/03/31,1.6662
603969,2016/04/29,1.9457
603969,2016/05/31,1.5179
603969,2016/06/30,1.4386
603969,2016/07/29,1.4696
603969,2016/08/31,1.512
603969,2016/09/30,1.5104
603969,2016/10/31,1.6503
603969,2016/11/30,1.5663
603969,2016/12/30,1.5227
603969,2017/01/26,1.1813
603969,2017/02/28,1.1063
603969,2017/03/31,0.3114
603969,2017/04/28,-1.1023
603969,2017/05/31,-1.1921
603969,2017/06/30,-1.5222
603969,2017/07/31,-1.8644
603969,2017/08/31,-1.8263
603969,2017/09/29,-1.8417
603969,2017/10/31,-2.0639
603969,2017/11/30,-1.7103
603969,2017/12/29,-2.9456
603969,2018/01/31,-1.5047
603969,2018/02/28,-1.4047
603969,2018/03/30,-1.2493
603969,2018/04/27,-0.3319
603969,2018/05/31,-0.3154
603969,2018/06/29,0.5252
603969,2018/07/31,1.0797
603969,2018/08/31,0.4317
603969,2018/09/28,0.8168
603969,2018/10/31,1.2824
603969,2018/11/30,1.3245
603969,2018/12/28,1.3386
603969,2019/01/31,1.1338
603969,2019/02/28,1.4198
603969,2019/03/29,1.7322
603969,2019/04/30,1.6655
603969,2019/05/31,1.6901
603969,2019/06/28,1.3732
603969,2019/07/31,1.3821
603969,2019/08/30,1.6047
603969,2019/09/30,1.5343
603969,2019/10/31,1.3172
603969,2019/11/29,1.2963
603969,2019/12/31,1.4646
603969,2020/01/23,1.5441
603969,2020/02/28,1.7781
603969,2020/03/31,0.4324
603969,2020/04/30,0.3643
603969,2020/05/29,-0.0257
603969,2020/06/30,-0.3562
603969,2020/07/31,-0.2815
603969,2020/08/31,-0.3596
603969,2020/09/30,-0.1452
603969,2020/10/30,-0.1218
603969,2020/11/30,-0.0029
603969,2020/12/31,-0.0497
603969,2021/01/29,-0.2105
603969,2021/02/26,-0.4359
603969,2021/03/31,-0.3493
603969,2021/04/30,-0.2278
603969,2021/05/31,0.0097
603969,2021/06/30,0.1177
603969,2021/07/30,0.8687
603969,2021/08/31,1.5778
603969,2021/09/30,1.6479
603969,2021/10/29,1.6944
603969,2021/11/30,1.8035
603969,2021/12/31,2.0806
603970,2018/11/30,0.4414
603970,2018/12/28,0.3529
603970,2019/01/31,0.7007
603970,2019/02/28,0.9892
603970,2019/03/29,1.1598
603970,2019/04/30,1.1134
603970,2019/05/31,0.79
603970,2019/06/28,0.5488
603970,2019/07/31,0.5811
603970,2019/08/30,0.64
603970,2019/09/30,0.7337
603970,2019/10/31,0.3843
603970,2019/11/29,0.4412
603970,2019/12/31,0.6184
603970,2020/01/23,0.7363
603970,2020/02/28,-0.4525
603970,2020/03/31,-0.924
603970,2020/04/30,-0.6067
603970,2020/05/29,-0.0895
603970,2020/06/30,0.0106
603970,2020/07/31,0.5
603970,2020/08/31,0.4042
603970,2020/09/30,0.4096
603970,2020/10/30,0.4049
603970,2020/11/30,0.5618
603970,2020/12/31,0.5692
603970,2021/01/29,0.6648
603970,2021/02/26,0.7865
603970,2021/03/31,1.0534
603970,2021/04/30,1.0419
603970,2021/05/31,0.9727
603970,2021/06/30,1.1174
603970,2021/07/30,1.6647
603970,2021/08/31,1.4671
603970,2021/09/30,1.7182
603970,2021/10/29,1.6163
603970,2021/11/30,0.9128
603970,2021/12/31,1.1279
603976,2018/08/31,0.2083
603976,2018/09/28,0.3461
603976,2018/10/31,0.3676
603976,2018/11/30,0.4315
603976,2018/12/28,0.3156
603976,2019/01/31,0.8623
603976,2019/02/28,0.5767
603976,2019/03/29,0.8641
603976,2019/04/30,0.8911
603976,2019/05/31,0.9598
603976,2019/06/28,0.8073
603976,2019/07/31,0.8087
603976,2019/08/30,0.6437
603976,2019/09/30,0.7001
603976,2019/10/31,0.5388
603976,2019/11/29,0.5003
603976,2019/12/31,0.1293
603976,2020/01/23,0.2148
603976,2020/02/28,-0.3257
603976,2020/03/31,-0.7043
603976,2020/04/30,-0.1485
603976,2020/05/29,-0.7999
603976,2020/06/30,3.0531
603976,2020/07/31,7.1959
603976,2020/08/31,6.8024
603976,2020/09/30,6.1755
603976,2020/10/30,6.1398
603976,2020/11/30,5.5342
603976,2020/12/31,6.5662
603976,2021/01/29,6.937
603976,2021/02/26,7.4322
603976,2021/03/31,7.8603
603976,2021/04/30,7.9388
603976,2021/05/31,7.6573
603976,2021/06/30,6.9495
603976,2021/07/30,-0.8914
603976,2021/08/31,-0.2
603976,2021/09/30,0.0063
603976,2021/10/29,-0.086
603976,2021/11/30,0.2722
603976,2021/12/31,-0.2212
603977,2018/02/28,0.2221
603977,2018/03/30,-0.5919
603977,2018/04/27,-0.6455
603977,2018/05/31,-0.7598
603977,2018/06/29,-0.6102
603977,2018/07/31,-0.6489
603977,2018/08/31,-0.6231
603977,2018/09/28,-0.6147
603977,2018/10/31,-0.4029
603977,2018/11/30,-0.4943
603977,2018/12/28,-0.3624
603977,2019/01/31,-0.2549
603977,2019/02/28,0.8301
603977,2019/03/25,1.1024
603977,2019/04/30,1.1239
603977,2019/05/31,0.8271
603977,2019/06/28,0.8652
603977,2019/07/31,0.9107
603977,2019/08/30,0.9019
603977,2019/09/30,1.0394
603977,2019/10/30,0.883
603977,2019/11/29,1.0444
603977,2019/12/31,1.047
603977,2020/01/23,1.1426
603977,2020/02/28,0.7078
603977,2020/03/31,-0.6798
603977,2020/04/30,-0.5224
603977,2020/05/29,-0.1395
603977,2020/06/30,-0.3319
603977,2020/07/31,-0.7217
603977,2020/08/31,-0.5849
603977,2020/09/30,-0.2253
603977,2020/10/30,-0.1865
603977,2020/11/30,-0.2091
603977,2020/12/31,-0.3131
603977,2021/01/29,-0.3933
603977,2021/02/26,-0.7147
603977,2021/03/31,-0.0331
603977,2021/04/30,-0.004
603977,2021/05/31,0.1019
603977,2021/06/30,0.178
603977,2021/07/30,0.3927
603977,2021/08/31,0.6933
603977,2021/09/30,0.1537
603977,2021/10/29,0.1043
603977,2021/11/30,-0.5149
603977,2021/12/31,-0.2956
603978,2018/08/31,1.2548
603978,2018/09/28,0.7742
603978,2018/10/31,-0.0775
603978,2018/11/30,-0.0977
603978,2018/12/28,-0.1083
603978,2019/01/31,0.3618
603978,2019/02/28,1.4878
603978,2019/03/29,1.6032
603978,2019/04/30,1.5808
603978,2019/05/31,1.3207
603978,2019/06/28,1.2789
603978,2019/07/31,1.141
603978,2019/08/30,0.7654
603978,2019/09/30,0.9746
603978,2019/10/31,1.2919
603978,2019/11/29,1.1949
603978,2019/12/31,0.7878
603978,2020/01/23,0.95
603978,2020/02/28,-0.6303
603978,2020/03/31,0.3539
603978,2020/04/30,0.2271
603978,2020/05/29,0.3774
603978,2020/06/30,-0.0269
603978,2020/07/31,0.9303
603978,2020/08/31,1.0737
603978,2020/09/30,1.0092
603978,2020/10/30,1.0162
603978,2020/11/30,1.1427
603978,2020/12/31,1.2111
603978,2021/01/29,1.3704
603978,2021/02/26,1.6005
603978,2021/03/31,1.0156
603978,2021/04/30,1.0795
603978,2021/05/31,1.0269
603978,2021/06/30,0.9177
603978,2021/07/30,-0.1166
603978,2021/08/31,0.4372
603978,2021/09/30,0.246
603978,2021/10/29,0.1291
603978,2021/11/30,0.3361
603978,2021/12/31,0.434
603979,2016/06/30,0.5669
603979,2016/07/29,1.3657
603979,2016/08/31,1.1369
603979,2016/09/30,1.1186
603979,2016/10/31,1.1467
603979,2016/11/30,1.0943
603979,2016/12/30,1.1282
603979,2017/01/26,1.0615
603979,2017/02/28,1.1613
603979,2017/03/31,1.1165
603979,2017/04/28,1.2007
603979,2017/05/31,1.2554
603979,2017/06/30,1.3279
603979,2017/07/31,1.3386
603979,2017/08/31,1.3483
603979,2017/09/29,1.5126
603979,2017/10/31,1.3877
603979,2017/11/30,1.6177
603979,2017/12/29,1.697
603979,2018/01/31,1.4237
603979,2018/02/28,0.9731
603979,2018/03/30,0.9406
603979,2018/04/27,0.7055
603979,2018/05/31,0.7133
603979,2018/06/29,0.99
603979,2018/07/31,1.2374
603979,2018/08/31,1.2192
603979,2018/09/28,1.1088
603979,2018/10/31,1.0768
603979,2018/11/30,1.0788
603979,2018/12/28,1.103
603979,2019/01/31,1.1269
603979,2019/02/28,1.1832
603979,2019/03/29,1.1494
603979,2019/04/30,1.1917
603979,2019/05/31,1.2182
603979,2019/06/28,1.0183
603979,2019/07/31,0.9632
603979,2019/08/30,0.9641
603979,2019/09/30,1.0208
603979,2019/10/31,1.0876
603979,2019/11/29,1.0225
603979,2019/12/31,1.0188
603979,2020/01/23,1.0038
603979,2020/02/28,0.8649
603979,2020/03/31,1.05
603979,2020/04/30,1.3931
603979,2020/05/29,1.2591
603979,2020/06/30,1.2445
603979,2020/07/31,1.5428
603979,2020/08/31,1.4235
603979,2020/09/30,1.5866
603979,2020/10/30,1.5645
603979,2020/11/30,1.5352
603979,2020/12/31,1.6069
603979,2021/01/29,1.716
603979,2021/02/26,1.5927
603979,2021/03/31,1.5747
603979,2021/04/30,1.4644
603979,2021/05/31,1.509
603979,2021/06/30,1.528
603979,2021/07/30,0.2326
603979,2021/08/31,0.5057
603979,2021/09/30,-0.5522
603979,2021/10/29,-0.462
603979,2021/11/30,-0.3191
603979,2021/12/31,-0.3439
603980,2018/06/29,0.3808
603980,2018/07/31,0.7942
603980,2018/08/31,0.6227
603980,2018/09/28,0.6309
603980,2018/10/31,0.6392
603980,2018/11/30,0.6727
603980,2018/12/28,0.6622
603980,2019/01/31,0.8627
603980,2019/02/28,1.2037
603980,2019/03/29,1.3483
603980,2019/04/30,1.3333
603980,2019/05/31,1.3939
603980,2019/06/28,1.2913
603980,2019/07/31,1.3371
603980,2019/08/30,1.2395
603980,2019/09/30,1.3028
603980,2019/10/31,1.3424
603980,2019/11/29,1.3919
603980,2019/12/31,1.4995
603980,2020/01/23,1.5086
603980,2020/02/28,1.4809
603980,2020/03/31,0.9344
603980,2020/04/30,0.7429
603980,2020/05/29,0.4698
603980,2020/06/30,1.0017
603980,2020/07/31,0.7068
603980,2020/08/31,0.7538
603980,2020/09/30,0.8529
603980,2020/10/30,0.8478
603980,2020/11/30,0.8392
603980,2020/12/31,0.7244
603980,2021/01/29,0.7323
603980,2021/02/26,0.6986
603980,2021/03/31,0.7708
603980,2021/04/30,0.7908
603980,2021/05/31,0.8525
603980,2021/06/30,0.8025
603980,2021/07/30,0.8013
603980,2021/08/31,0.7533
603980,2021/09/30,0.4929
603980,2021/10/29,0.6241
603980,2021/11/30,0.5574
603980,2021/12/31,0.7799
603982,2020/05/29,0.6447
603982,2020/06/30,0.9784
603982,2020/07/31,0.6902
603982,2020/08/31,0.9047
603982,2020/09/30,1.0199
603982,2020/10/30,0.9581
603982,2020/11/30,0.8415
603982,2020/12/31,0.6317
603982,2021/01/29,0.6725
603982,2021/02/26,0.5831
603982,2021/03/31,0.5325
603982,2021/04/30,0.5406
603982,2021/05/31,0.6727
603982,2021/06/30,0.6808
603982,2021/07/30,1.162
603982,2021/08/31,2.44
603982,2021/09/30,2.2724
603982,2021/10/29,1.5216
603982,2021/11/30,1.4972
603982,2021/12/31,1.3577
603983,2020/07/31,-0.848
603983,2020/08/31,-0.7771
603983,2020/09/30,-0.1773
603983,2020/10/30,-0.1569
603983,2020/11/30,-0.4601
603983,2020/12/31,-0.4756
603983,2021/01/29,-0.1962
603983,2021/02/26,0.0766
603983,2021/03/31,-0.2488
603983,2021/04/30,-0.2749
603983,2021/05/31,0.234
603983,2021/06/30,0.3051
603983,2021/07/30,2.1227
603983,2021/08/31,1.5227
603983,2021/09/30,1.4621
603983,2021/10/29,1.476
603983,2021/11/30,2.3121
603983,2021/12/31,2.5337
603985,2018/05/31,0.0883
603985,2018/06/29,0.6675
603985,2018/07/31,0.9644
603985,2018/08/31,0.6963
603985,2018/09/28,1.0355
603985,2018/10/31,0.8486
603985,2018/11/30,0.8692
603985,2018/12/28,0.7916
603985,2019/01/31,1.5997
603985,2019/02/28,1.0729
603985,2019/03/29,1.1215
603985,2019/04/30,1.1291
603985,2019/05/31,1.0788
603985,2019/06/28,0.825
603985,2019/07/31,0.8434
603985,2019/08/30,0.7896
603985,2019/09/30,0.7219
603985,2019/10/31,0.7002
603985,2019/11/29,0.7647
603985,2019/12/31,1.1346
603985,2020/01/23,0.9162
603985,2020/02/28,0.6763
603985,2020/03/31,0.3954
603985,2020/04/30,0.553
603985,2020/05/29,0.4978
603985,2020/06/30,1.4775
603985,2020/07/31,3.6547
603985,2020/08/31,3.5141
603985,2020/09/30,3.2737
603985,2020/10/30,3.2868
603985,2020/11/30,3.0544
603985,2020/12/31,3.2538
603985,2021/01/29,3.4783
603985,2021/02/26,3.8676
603985,2021/03/31,4.2727
603985,2021/04/30,4.4091
603985,2021/05/31,4.1226
603985,2021/06/30,3.9931
603985,2021/07/30,0.3619
603985,2021/08/31,0.8795
603985,2021/09/30,1.222
603985,2021/10/29,0.7139
603985,2021/11/30,1.1602
603985,2021/12/31,1.176
603986,2018/05/31,-4.8066
603986,2018/06/29,0.1654
603986,2018/07/31,0.2209
603986,2018/08/31,0.3931
603986,2018/09/28,-0.3496
603986,2018/10/24,0.9914
603986,2018/11/30,1.6541
603986,2018/12/28,1.2454
603986,2019/01/31,1.0571
603986,2019/02/28,1.7506
603986,2019/03/29,2.0254
603986,2019/04/30,1.9959
603986,2019/05/31,1.9113
603986,2019/06/28,2.2982
603986,2019/07/31,2.2324
603986,2019/08/30,2.0483
603986,2019/09/30,2.3855
603986,2019/10/31,2.073
603986,2019/11/29,2.0478
603986,2019/12/31,1.7885
603986,2020/01/23,1.262
603986,2020/02/28,-0.0078
603986,2020/03/31,1.4306
603986,2020/04/30,1.5266
603986,2020/05/29,0.9422
603986,2020/06/30,1.2354
603986,2020/07/31,-0.0693
603986,2020/08/31,0.064
603986,2020/09/30,0.5325
603986,2020/10/30,0.5148
603986,2020/11/30,0.5039
603986,2020/12/31,0.2253
603986,2021/01/29,0.9524
603986,2021/02/26,1.6769
603986,2021/03/31,1.0775
603986,2021/04/30,0.8208
603986,2021/05/31,0.7532
603986,2021/06/30,-0.0404
603986,2021/07/30,-0.6568
603986,2021/08/31,-1.4894
603986,2021/09/30,-2.9163
603986,2021/10/29,-3.0132
603986,2021/11/30,-3.6931
603986,2021/12/31,-3.1127
603987,2017/11/30,-0.7585
603987,2017/12/29,1.4856
603987,2018/01/31,1.224
603987,2018/02/28,0.5748
603987,2018/03/30,0.2089
603987,2018/04/27,-0.0059
603987,2018/05/31,-0.0474
603987,2018/06/29,0.4094
603987,2018/07/31,0.6876
603987,2018/08/31,0.6239
603987,2018/09/28,0.8068
603987,2018/10/31,0.7237
603987,2018/11/30,0.8095
603987,2018/12/28,0.8167
603987,2019/01/31,0.795
603987,2019/02/28,1.2128
603987,2019/03/29,1.3599
603987,2019/04/30,1.4557
603987,2019/05/31,1.3424
603987,2019/06/28,1.2492
603987,2019/07/31,1.2521
603987,2019/08/30,1.0974
603987,2019/09/30,1.1031
603987,2019/10/31,0.9436
603987,2019/11/29,1.2177
603987,2019/12/31,1.3115
603987,2020/01/23,1.0871
603987,2020/02/28,0.8343
603987,2020/03/31,0.2946
603987,2020/04/30,0.7342
603987,2020/05/29,0.5272
603987,2020/06/30,0.6947
603987,2020/07/31,0.705
603987,2020/08/31,0.4812
603987,2020/09/30,0.7571
