日期, 市场指数, 组合1, 组合2, 组合3, 组合4, 组合5, 无风险利率, 市场溢酬因子, 市值因子, 账面市值比因子 
20110815, 2626.770000, 2990.950000, 2590.530000, 2050.010000, 5040.120000, 3976.610000, 0.000150, 0.013400, 0.006100, 0.000300 
20110816, 2608.170000, 2993.270000, 2586.720000, 2026.470000, 4973.730000, 3921.350000, 0.000150, -0.007400, 0.000600, 0.000500 
20110817, 2601.260000, 2963.060000, 2561.640000, 2021.180000, 4971.940000, 3894.840000, 0.000149, -0.003200, 0.005400, 0.002400 
20110818, 2559.470000, 2894.490000, 2512.770000, 1986.770000, 4910.200000, 3815.880000, 0.000149, -0.016900, 0.000200, -0.002700 
20110819, 2534.360000, 2839.020000, 2483.360000, 1964.310000, 4907.070000, 3805.700000, 0.000149, -0.009800, 0.000700, -0.002500 
20110822, 2515.860000, 2830.930000, 2452.360000, 1938.930000, 4833.540000, 3731.870000, 0.000149, -0.008500, 0.007800, 0.006700 
20110823, 2554.020000, 2873.040000, 2484.060000, 1972.090000, 4879.270000, 3767.550000, 0.000149, 0.015300, 0.004200, 0.005100 
20110824, 2541.090000, 2859.660000, 2458.530000, 1968.860000, 4889.740000, 3769.660000, 0.000148, -0.003700, 0.000900, -0.005600 
20110825, 2615.260000, 2971.770000, 2523.400000, 2029.880000, 4943.610000, 3828.030000, 0.000148, 0.027500, -0.007100, 0.009100 
20110826, 2612.190000, 2957.840000, 2532.200000, 2027.110000, 4966.040000, 3834.730000, 0.000147, -0.000200, 0.005300, -0.002800 
20110829, 2576.410000, 2922.750000, 2489.450000, 1997.920000, 4976.730000, 3831.370000, 0.000150, -0.012600, 0.003900, -0.005900 
20110830, 2566.590000, 2915.030000, 2471.750000, 1987.630000, 4946.810000, 3790.350000, 0.000151, -0.005100, -0.003000, 0.002100 
20110831, 2567.340000, 2927.160000, 2471.250000, 1983.490000, 4933.320000, 3792.320000, 0.000152, -0.000600, -0.003700, 0.000800 
20110901, 2556.040000, 2903.280000, 2453.300000, 1965.550000, 4863.650000, 3724.410000, 0.000153, -0.004900, 0.001300, 0.003000 
20110902, 2528.280000, 2863.670000, 2429.320000, 1943.470000, 4829.540000, 3666.000000, 0.000153, -0.011100, -0.002000, -0.000500 
20110905, 2478.740000, 2773.640000, 2365.620000, 1906.690000, 4742.500000, 3584.480000, 0.000154, -0.021400, 0.001100, 0.002500 
20110906, 2470.520000, 2763.720000, 2351.180000, 1896.230000, 4682.720000, 3542.300000, 0.000154, -0.005700, 0.003500, 0.007600 
20110907, 2516.090000, 2832.600000, 2397.220000, 1930.210000, 4768.550000, 3594.990000, 0.000155, 0.020100, 0.005300, -0.000600 
20110908, 2498.940000, 2811.260000, 2372.720000, 1908.260000, 4722.040000, 3603.250000, 0.000155, -0.007500, -0.001400, -0.000800 
20110909, 2497.750000, 2811.100000, 2356.690000, 1903.630000, 4698.880000, 3560.370000, 0.000155, -0.002100, -0.000800, 0.003200 
20110913, 2471.300000, 2785.680000, 2311.850000, 1875.560000, 4618.870000, 3483.010000, 0.000154, -0.012200, -0.001200, 0.007200 
20110914, 2484.830000, 2809.750000, 2326.030000, 1892.320000, 4642.240000, 3501.820000, 0.000154, 0.006200, 0.006200, 0.001500 
20110915, 2479.050000, 2794.570000, 2321.260000, 1891.830000, 4648.450000, 3497.410000, 0.000154, 0.000200, 0.001200, -0.000600 
20110916, 2482.340000, 2806.390000, 2323.910000, 1887.430000, 4670.550000, 3500.090000, 0.000154, 0.001200, -0.001000, -0.001400 
20110919, 2437.800000, 2736.990000, 2277.320000, 1852.710000, 4613.160000, 3449.650000, 0.000154, -0.018300, -0.001200, 0.000000 
20110920, 2447.760000, 2749.000000, 2285.350000, 1859.060000, 4617.570000, 3449.900000, 0.000154, 0.004000, 0.003400, 0.001900 
20110921, 2512.960000, 2873.740000, 2369.040000, 1925.360000, 4728.870000, 3548.880000, 0.000155, 0.027100, -0.004200, -0.002200 
20110922, 2443.060000, 2784.780000, 2292.200000, 1864.950000, 4595.010000, 3445.330000, 0.000154, -0.028700, 0.001100, 0.000500 
20110923, 2433.160000, 2809.030000, 2265.270000, 1862.330000, 4521.930000, 3413.670000, 0.000154, -0.005900, -0.001700, 0.003500 
20110926, 2393.180000, 2776.160000, 2213.660000, 1837.550000, 4444.300000, 3344.890000, 0.000154, -0.017100, 0.000900, 0.005500 
20110927, 2415.050000, 2822.770000, 2234.200000, 1851.490000, 4456.960000, 3358.550000, 0.000154, 0.008100, -0.003800, 0.002800 
20110928, 2392.060000, 2812.060000, 2206.850000, 1834.220000, 4390.610000, 3323.170000, 0.000154, -0.010800, -0.008400, 0.001100 
20110929, 2365.340000, 2815.690000, 2138.790000, 1814.770000, 4324.390000, 3245.590000, 0.000155, -0.014800, -0.022500, 0.009700 
20110930, 2359.220000, 2807.160000, 2137.500000, 1799.040000, 4351.230000, 3237.800000, 0.000155, -0.002400, 0.000100, 0.001300 
20111010, 2344.790000, 2793.770000, 2116.050000, 1779.470000, 4304.640000, 3252.890000, 0.000155, -0.006400, 0.004700, 0.001300 
20111011, 2348.520000, 2673.440000, 2112.630000, 1782.950000, 4279.500000, 3245.060000, 0.000155, -0.000800, 0.007400, 0.005800 
20111012, 2420.000000, 2745.460000, 2180.320000, 1846.530000, 4406.890000, 3348.280000, 0.000154, 0.032300, 0.003200, -0.000300 
20111013, 2438.790000, 2760.050000, 2217.770000, 1865.700000, 4460.940000, 3390.230000, 0.000154, 0.009100, 0.000800, -0.002600 
20111014, 2431.380000, 2759.580000, 2203.600000, 1855.600000, 4414.310000, 3368.570000, 0.000154, -0.003800, -0.000100, 0.001600 
20111017, 2440.400000, 2765.540000, 2202.710000, 1856.490000, 4463.080000, 3373.640000, 0.000155, 0.004300, -0.001700, -0.004400 
20111018, 2383.490000, 2676.440000, 2111.140000, 1804.860000, 4372.440000, 3289.180000, 0.000154, -0.025600, -0.003800, -0.001700 
20111019, 2377.510000, 2672.280000, 2099.260000, 1800.510000, 4364.300000, 3276.800000, 0.000154, -0.003400, -0.000800, 0.004000 
20111020, 2331.370000, 2592.450000, 2041.340000, 1748.750000, 4241.590000, 3194.570000, 0.000154, -0.023900, -0.002300, 0.008600 
20111021, 2317.280000, 2557.570000, 2001.200000, 1732.340000, 4231.730000, 3166.930000, 0.000154, -0.009000, -0.006900, 0.007400 
20111024, 2370.330000, 2622.940000, 2046.540000, 1774.600000, 4327.590000, 3234.450000, 0.000154, 0.022300, -0.007800, 0.003500 
20111025, 2409.670000, 2698.860000, 2105.870000, 1809.030000, 4408.090000, 3294.210000, 0.000154, 0.019100, 0.003300, -0.007100 
20111026, 2427.480000, 2711.860000, 2140.470000, 1832.190000, 4454.020000, 3355.380000, 0.000154, 0.008200, -0.002900, -0.002600 
20111027, 2435.610000, 2713.770000, 2133.930000, 1835.600000, 4452.770000, 3353.840000, 0.000155, 0.002500, 0.000100, 0.001900 
20111028, 2473.410000, 2802.470000, 2183.000000, 1874.420000, 4523.600000, 3404.230000, 0.000155, 0.017400, 0.000900, -0.002400 
20111031, 2468.250000, 2789.530000, 2165.440000, 1872.080000, 4552.610000, 3388.370000, 0.000156, -0.001300, 0.010100, -0.003800 
20111101, 2470.020000, 2781.790000, 2152.590000, 1872.520000, 4590.390000, 3410.390000, 0.000158, 0.000600, 0.001000, -0.003800 
20111102, 2504.110000, 2804.550000, 2169.290000, 1902.660000, 4669.680000, 3482.560000, 0.000156, 0.015000, 0.000200, -0.003000 
20111103, 2508.090000, 2807.740000, 2193.590000, 1912.390000, 4669.950000, 3517.050000, 0.000156, 0.002800, 0.002000, -0.004400 
20111104, 2528.290000, 2831.070000, 2222.330000, 1928.800000, 4701.060000, 3529.870000, 0.000156, 0.007700, 0.000300, 0.000200 
20111107, 2509.800000, 2831.730000, 2214.870000, 1908.950000, 4689.570000, 3530.510000, 0.000157, -0.007200, 0.004800, -0.001000 
20111108, 2503.840000, 2854.660000, 2196.520000, 1893.140000, 4658.380000, 3480.800000, 0.000156, -0.003800, -0.006700, 0.005100 
20111109, 2524.920000, 2873.510000, 2216.240000, 1908.080000, 4731.430000, 3505.610000, 0.000156, 0.010000, 0.005600, -0.005900 
20111110, 2479.540000, 2815.120000, 2169.860000, 1874.440000, 4674.340000, 3490.430000, 0.000156, -0.017200, 0.000900, -0.002100 
20111111, 2481.080000, 2813.380000, 2165.730000, 1865.470000, 4673.640000, 3486.000000, 0.000155, 0.000100, 0.002800, 0.000700 
20111114, 2528.710000, 2897.320000, 2214.390000, 1900.060000, 4755.270000, 3553.060000, 0.000155, 0.021100, 0.003400, -0.003400 
20111115, 2529.760000, 2903.190000, 2215.590000, 1910.130000, 4747.570000, 3564.960000, 0.000155, 0.000400, 0.006500, -0.000700 
20111116, 2466.960000, 2808.430000, 2149.930000, 1859.610000, 4639.620000, 3483.490000, 0.000155, -0.025700, 0.002800, -0.002500 
20111117, 2463.050000, 2812.690000, 2138.280000, 1846.850000, 4647.420000, 3473.120000, 0.000155, -0.001600, 0.001900, -0.000800 
20111118, 2416.560000, 2734.070000, 2075.730000, 1811.140000, 4577.100000, 3381.980000, 0.000155, -0.021300, -0.005000, 0.005900 
20111121, 2415.130000, 2715.870000, 2077.710000, 1815.260000, 4580.730000, 3383.710000, 0.000155, -0.000300, 0.002700, -0.000900 
20111122, 2412.630000, 2701.220000, 2069.030000, 1808.500000, 4641.730000, 3377.680000, 0.000155, -0.001200, 0.000000, -0.001700 
20111123, 2395.070000, 2658.130000, 2044.270000, 1792.220000, 4671.360000, 3373.380000, 0.000155, -0.007100, 0.001100, -0.003600 
20111124, 2397.550000, 2651.840000, 2035.060000, 1786.000000, 4712.030000, 3413.260000, 0.000155, 0.001200, -0.002300, -0.001400 
20111125, 2380.220000, 2630.240000, 2028.170000, 1773.130000, 4738.890000, 3401.120000, 0.000155, -0.007200, -0.001100, -0.003500 
20111128, 2383.030000, 2642.750000, 2031.490000, 1769.730000, 4753.650000, 3423.290000, 0.000155, 0.001100, -0.001100, -0.001600 
20111129, 2412.390000, 2692.260000, 2065.300000, 1796.330000, 4790.620000, 3461.000000, 0.000155, 0.013800, 0.002600, -0.003500 
20111130, 2333.410000, 2587.130000, 1970.470000, 1729.290000, 4679.000000, 3378.260000, 0.000155, -0.034900, -0.008200, -0.001900 
20111201, 2386.860000, 2650.370000, 2024.180000, 1762.320000, 4724.110000, 3446.240000, 0.000154, 0.022900, 0.000300, -0.000800 
20111202, 2360.660000, 2605.080000, 1990.600000, 1742.310000, 4679.800000, 3414.950000, 0.000152, -0.013000, -0.006400, 0.005700 
20111205, 2333.230000, 2566.250000, 1946.550000, 1713.260000, 4552.460000, 3315.650000, 0.000152, -0.016500, -0.011000, 0.017800 
20111206, 2325.910000, 2575.100000, 1939.220000, 1707.100000, 4509.970000, 3300.830000, 0.000151, -0.002100, 0.001200, 0.004600 
20111207, 2332.730000, 2582.370000, 1942.150000, 1714.380000, 4527.800000, 3312.990000, 0.000150, 0.002900, 0.000500, 0.000500 
20111208, 2329.820000, 2574.180000, 1938.680000, 1712.580000, 4474.570000, 3289.410000, 0.000150, -0.001200, 0.001500, 0.002100 
20111209, 2315.270000, 2558.300000, 1912.380000, 1700.540000, 4366.910000, 3256.850000, 0.000150, -0.007500, -0.002400, 0.006500 
20111212, 2291.550000, 2525.800000, 1892.170000, 1683.790000, 4301.540000, 3214.820000, 0.000150, -0.011100, -0.002700, -0.001900 
20111213, 2248.590000, 2467.490000, 1824.030000, 1645.930000, 4190.040000, 3136.450000, 0.000149, -0.021100, -0.016800, 0.008400 
20111214, 2228.530000, 2433.010000, 1788.010000, 1621.260000, 4115.370000, 3101.590000, 0.000149, -0.010600, -0.008700, 0.008000 
20111215, 2180.890000, 2332.700000, 1705.900000, 1577.050000, 4037.770000, 3054.890000, 0.000149, -0.023000, -0.002700, 0.005900 
20111216, 2224.840000, 2389.110000, 1745.330000, 1609.820000, 4076.920000, 3127.030000, 0.000149, 0.022000, 0.004400, -0.003100 
20111219, 2218.240000, 2373.220000, 1728.500000, 1601.910000, 4052.030000, 3143.300000, 0.000149, -0.001900, 0.003200, -0.003900 
20111220, 2215.930000, 2372.940000, 1730.130000, 1594.910000, 4029.410000, 3120.970000, 0.000149, -0.001600, 0.000100, 0.003900 
20111221, 2191.150000, 2340.080000, 1692.780000, 1567.770000, 3977.040000, 3082.430000, 0.000149, -0.014500, -0.009900, 0.007700 
20111222, 2186.300000, 2356.620000, 1682.040000, 1567.270000, 3950.040000, 3062.110000, 0.000149, -0.003800, -0.018100, 0.002200 
20111223, 2204.780000, 2387.080000, 1701.440000, 1584.560000, 3973.430000, 3069.580000, 0.000150, 0.008700, -0.001000, 0.002500 
20111226, 2190.110000, 2365.150000, 1700.020000, 1570.100000, 3902.400000, 3022.440000, 0.000150, -0.007800, 0.002500, 0.004000 
20111227, 2166.200000, 2345.260000, 1667.670000, 1545.700000, 3806.130000, 2956.490000, 0.000150, -0.014800, -0.012600, 0.009200 
20111228, 2170.010000, 2366.510000, 1675.910000, 1545.570000, 3801.220000, 2912.060000, 0.000150, 0.000400, -0.006600, 0.005800 
20111229, 2173.560000, 2375.770000, 1663.870000, 1546.660000, 3834.580000, 2920.990000, 0.000150, 0.001900, -0.003300, -0.000700 
20111230, 2199.420000, 2407.920000, 1695.810000, 1567.040000, 3895.220000, 2963.820000, 0.000150, 0.013200, 0.002200, -0.006300 
20120104, 2169.390000, 2363.190000, 1665.090000, 1531.300000, 3768.280000, 2891.460000, 0.000150, -0.016700, -0.004500, 0.012400 
20120105, 2148.450000, 2337.750000, 1624.830000, 1508.070000, 3646.320000, 2766.950000, 0.000150, -0.015900, -0.024100, 0.016700 
20120106, 2163.390000, 2365.860000, 1644.500000, 1515.070000, 3663.030000, 2744.790000, 0.000150, 0.006800, -0.002900, 0.001000 
20120109, 2225.890000, 2513.520000, 1721.300000, 1563.400000, 3751.360000, 2833.220000, 0.000150, 0.031000, 0.007000, -0.004400 
20120110, 2285.740000, 2611.710000, 1811.090000, 1626.900000, 3880.480000, 2929.590000, 0.000150, 0.030100, 0.004700, -0.012200 
20120111, 2276.050000, 2600.940000, 1816.780000, 1618.590000, 3862.850000, 2920.290000, 0.000149, -0.003500, 0.007300, -0.010200 
20120112, 2275.010000, 2586.710000, 1831.550000, 1616.410000, 3827.990000, 2913.370000, 0.000149, -0.000900, 0.000900, -0.000100 
20120113, 2244.580000, 2564.840000, 1798.890000, 1581.740000, 3740.310000, 2803.660000, 0.000150, -0.017900, -0.016100, 0.008700 
20120116, 2206.190000, 2512.550000, 1734.460000, 1549.700000, 3570.260000, 2695.830000, 0.000150, -0.021500, -0.004600, 0.020000 
20120117, 2298.380000, 2669.490000, 1877.590000, 1633.970000, 3722.470000, 2806.640000, 0.000151, 0.044400, 0.002600, -0.008900 
20120118, 2266.380000, 2612.430000, 1868.700000, 1612.700000, 3610.310000, 2681.390000, 0.000153, -0.017200, -0.005300, 0.005200 
20120119, 2296.070000, 2642.360000, 1923.050000, 1636.160000, 3678.550000, 2705.650000, 0.000152, 0.013500, -0.008700, -0.002800 
20120120, 2319.120000, 2645.130000, 1929.150000, 1652.320000, 3762.050000, 2796.880000, 0.000151, 0.011500, 0.000000, -0.004400 
20120130, 2285.040000, 2604.290000, 1911.950000, 1626.780000, 3740.560000, 2762.430000, 0.000150, -0.013700, 0.009700, -0.006200 
20120131, 2292.610000, 2617.660000, 1908.790000, 1632.540000, 3750.690000, 2762.240000, 0.000150, 0.002300, -0.000900, -0.002200 
20120201, 2268.080000, 2574.030000, 1855.790000, 1613.510000, 3758.240000, 2763.350000, 0.000150, -0.010000, 0.004200, 0.000100 
20120202, 2312.560000, 2632.200000, 1898.930000, 1642.380000, 3798.870000, 2794.930000, 0.000149, 0.019700, 0.002700, -0.004700 
20120203, 2330.410000, 2639.610000, 1916.560000, 1654.610000, 3840.180000, 2837.090000, 0.000149, 0.009100, 0.009800, -0.004700 
20120206, 2331.140000, 2645.400000, 1919.870000, 1654.110000, 3891.740000, 2868.760000, 0.000149, 0.001800, 0.006400, -0.004500 
20120207, 2291.900000, 2600.120000, 1885.030000, 1621.880000, 3841.490000, 2811.650000, 0.000147, -0.017300, -0.000100, -0.000400 
20120208, 2347.530000, 2689.580000, 1973.480000, 1662.550000, 3925.060000, 2861.680000, 0.000147, 0.025900, -0.002600, -0.005500 
20120209, 2349.590000, 2689.690000, 1967.250000, 1664.990000, 3944.770000, 2902.490000, 0.000146, 0.002000, 0.007100, -0.003000 
20120210, 2351.980000, 2684.840000, 1968.560000, 1676.630000, 3977.600000, 2906.060000, 0.000146, 0.001600, 0.005000, 0.003000 
20120213, 2351.860000, 2684.260000, 1967.030000, 1680.040000, 4027.450000, 2944.080000, 0.000145, 0.001500, 0.008900, -0.010600 
20120214, 2344.770000, 2687.770000, 1957.220000, 1673.390000, 4023.840000, 2952.110000, 0.000145, -0.002600, 0.003100, 0.000900 
20120215, 2366.700000, 2711.590000, 1986.380000, 1701.050000, 4048.880000, 2973.410000, 0.000145, 0.010600, 0.006400, -0.001400 
20120216, 2356.860000, 2684.890000, 1972.690000, 1689.210000, 4014.870000, 2970.260000, 0.000145, -0.003900, 0.007600, -0.000700 
20120217, 2357.180000, 2671.930000, 1964.970000, 1692.370000, 4010.450000, 2960.810000, 0.000145, -0.000700, -0.001100, 0.001500 
20120220, 2363.600000, 2681.300000, 1975.210000, 1693.210000, 3996.760000, 2949.410000, 0.000146, 0.002400, 0.000200, 0.004000 
20120221, 2381.430000, 2704.880000, 1988.940000, 1705.570000, 4066.570000, 2964.810000, 0.000145, 0.008600, 0.002200, -0.004200 
20120222, 2403.590000, 2731.280000, 2015.240000, 1726.710000, 4119.280000, 3012.890000, 0.000145, 0.011800, 0.004100, -0.001400 
20120223, 2409.550000, 2756.630000, 2033.130000, 1734.790000, 4151.680000, 3036.610000, 0.000145, 0.003000, -0.003300, -0.001300 
20120224, 2439.630000, 2811.220000, 2058.780000, 1763.830000, 4185.570000, 3068.090000, 0.000145, 0.012900, -0.001600, 0.004300 
20120227, 2447.060000, 2811.670000, 2074.170000, 1772.080000, 4216.720000, 3070.600000, 0.000145, 0.003200, -0.004300, 0.001000 
20120228, 2451.860000, 2796.650000, 2077.880000, 1773.200000, 4226.730000, 3044.810000, 0.000145, -0.000300, -0.005700, 0.003900 
20120229, 2428.490000, 2768.340000, 2072.070000, 1748.200000, 4214.310000, 3013.180000, 0.000145, -0.010800, -0.003500, -0.006300 
20120301, 2426.110000, 2767.500000, 2056.670000, 1750.350000, 4204.690000, 3005.640000, 0.000144, -0.000200, 0.008800, -0.000500 
20120302, 2460.690000, 2818.910000, 2090.360000, 1779.160000, 4242.200000, 3043.660000, 0.000144, 0.016200, 0.001600, 0.003200 
20120305, 2445.000000, 2803.010000, 2089.930000, 1771.680000, 4244.320000, 3022.230000, 0.000144, -0.005700, 0.009700, -0.006600 
20120306, 2410.450000, 2742.200000, 2040.230000, 1744.360000, 4192.920000, 2967.970000, 0.000143, -0.013800, 0.008200, -0.002900 
20120307, 2394.790000, 2710.050000, 2010.620000, 1735.750000, 4199.010000, 2959.340000, 0.000142, -0.006500, 0.002400, 0.002500 
20120308, 2420.280000, 2743.510000, 2052.890000, 1755.430000, 4252.060000, 2989.310000, 0.000141, 0.011000, 0.002000, -0.001700 
20120309, 2439.460000, 2804.800000, 2086.350000, 1775.360000, 4339.110000, 3025.940000, 0.000140, 0.010000, -0.001500, -0.008400 
20120312, 2434.860000, 2790.520000, 2091.790000, 1774.590000, 4378.380000, 3112.490000, 0.000139, -0.001000, 0.006400, -0.008300 
20120313, 2455.800000, 2822.680000, 2109.030000, 1791.890000, 4457.830000, 3115.790000, 0.000139, 0.009200, -0.000300, 0.002200 
20120314, 2391.230000, 2720.140000, 2048.910000, 1734.090000, 4355.850000, 3008.860000, 0.000138, -0.029900, -0.014500, 0.004200 
20120315, 2373.770000, 2702.580000, 2009.120000, 1716.820000, 4341.530000, 3041.020000, 0.000138, -0.007300, -0.007400, -0.004600 
20120316, 2404.740000, 2733.900000, 2051.900000, 1733.210000, 4502.260000, 3123.390000, 0.000137, 0.015600, 0.007200, -0.008200 
20120319, 2410.180000, 2751.180000, 2093.330000, 1737.820000, 4495.860000, 3163.370000, 0.000136, 0.004400, 0.010700, -0.003900 
20120320, 2376.840000, 2716.720000, 2063.480000, 1702.420000, 4391.940000, 3081.820000, 0.000136, -0.015800, -0.003700, 0.010300 
20120321, 2378.200000, 2745.700000, 2093.840000, 1709.090000, 4357.910000, 3072.660000, 0.000136, 0.000400, 0.003000, 0.000700 
20120322, 2375.770000, 2723.720000, 2065.410000, 1706.110000, 4338.640000, 3059.580000, 0.000136, -0.002000, 0.003900, 0.005400 
20120323, 2349.540000, 2678.950000, 2038.070000, 1681.240000, 4296.590000, 3003.840000, 0.000136, -0.012800, -0.008100, 0.002600 
20120326, 2350.600000, 2682.020000, 2026.890000, 1677.580000, 4331.770000, 3017.640000, 0.000135, 0.000300, -0.002600, -0.005400 
20120327, 2347.180000, 2674.700000, 2047.200000, 1674.810000, 4241.990000, 2981.140000, 0.000136, -0.002600, 0.002400, 0.006500 
20120328, 2284.880000, 2571.000000, 1959.590000, 1623.690000, 4128.030000, 2868.080000, 0.000135, -0.030500, -0.014700, 0.007200 
20120329, 2252.160000, 2517.310000, 1919.180000, 1591.940000, 4081.680000, 2835.760000, 0.000135, -0.015200, -0.003300, 0.005300 
20120330, 2262.790000, 2528.620000, 1904.460000, 1603.810000, 4025.400000, 2829.590000, 0.000134, 0.002800, -0.002400, 0.006500 
20120405, 2302.240000, 2588.300000, 1972.720000, 1647.620000, 4172.820000, 2898.730000, 0.000134, 0.021100, 0.005500, -0.012600 
20120406, 2306.550000, 2595.410000, 1974.070000, 1646.030000, 4204.820000, 2898.530000, 0.000134, 0.003200, 0.007100, -0.005600 
20120409, 2285.780000, 2556.760000, 1964.910000, 1628.390000, 4198.240000, 2856.680000, 0.000133, -0.009800, -0.000500, -0.002100 
20120410, 2305.860000, 2588.500000, 1974.870000, 1647.390000, 4224.100000, 2885.570000, 0.000133, 0.009200, 0.004200, 0.002100 
20120411, 2308.930000, 2585.300000, 1970.170000, 1646.550000, 4207.530000, 2882.270000, 0.000133, 0.001900, 0.005800, 0.001800 
20120412, 2350.860000, 2646.100000, 2000.130000, 1672.470000, 4276.430000, 2941.330000, 0.000133, 0.018800, 0.002900, -0.000900 
20120413, 2359.160000, 2655.880000, 2020.060000, 1675.860000, 4293.390000, 2953.870000, 0.000133, 0.004100, 0.003800, -0.003500 
20120416, 2357.030000, 2648.140000, 2005.880000, 1674.510000, 4279.780000, 2942.820000, 0.000132, -0.001200, 0.004900, 0.001400 
20120417, 2334.990000, 2610.200000, 1983.720000, 1658.900000, 4246.650000, 2939.340000, 0.000132, -0.011200, -0.001500, -0.001700 
20120418, 2380.850000, 2677.210000, 2026.670000, 1705.700000, 4297.210000, 2976.950000, 0.000131, 0.020400, 0.001100, -0.000700 
20120419, 2378.630000, 2671.440000, 2024.140000, 1705.360000, 4235.550000, 2962.120000, 0.000131, -0.001900, 0.001600, 0.000800 
20120420, 2406.860000, 2695.560000, 2038.810000, 1725.120000, 4271.350000, 2966.730000, 0.000131, 0.011200, -0.001100, 0.004500 
20120423, 2388.590000, 2674.210000, 2017.710000, 1724.640000, 4217.850000, 2952.630000, 0.000130, -0.010100, -0.006400, 0.002500 
20120424, 2388.830000, 2674.400000, 1996.900000, 1713.770000, 4195.410000, 2929.080000, 0.000130, -0.002000, -0.003500, 0.004700 
20120425, 2406.810000, 2701.740000, 2036.720000, 1724.640000, 4212.310000, 2936.160000, 0.000129, 0.008500, 0.008500, 0.004000 
20120426, 2404.700000, 2713.640000, 2037.650000, 1730.420000, 4234.590000, 2917.590000, 0.000129, -0.001200, -0.005900, -0.004100 
20120427, 2396.320000, 2711.890000, 2027.760000, 1719.050000, 4285.950000, 2898.850000, 0.000129, -0.003800, -0.005300, -0.001300 
20120502, 2438.440000, 2801.870000, 2092.890000, 1750.580000, 4341.500000, 2965.430000, 0.000129, 0.017900, -0.013200, 0.003800 
20120503, 2440.080000, 2809.780000, 2084.770000, 1752.930000, 4407.490000, 3049.210000, 0.000129, 0.001600, 0.001000, -0.005900 
20120504, 2452.010000, 2818.230000, 2117.070000, 1772.560000, 4490.630000, 3059.980000, 0.000128, 0.006300, -0.001700, -0.009000 
20120507, 2451.950000, 2807.760000, 2125.550000, 1776.280000, 4535.840000, 3118.270000, 0.000128, 0.002000, 0.004200, -0.005500 
20120508, 2448.880000, 2792.570000, 2137.740000, 1779.350000, 4521.620000, 3105.650000, 0.000128, -0.002300, 0.004700, -0.000200 
20120509, 2408.590000, 2733.240000, 2081.300000, 1743.300000, 4455.770000, 3054.610000, 0.000127, -0.017400, 0.004000, -0.001100 
20120510, 2410.230000, 2735.620000, 2096.840000, 1735.710000, 4477.300000, 3096.490000, 0.000127, 0.001000, 0.002700, -0.002200 
20120511, 2394.980000, 2720.840000, 2066.500000, 1719.720000, 4475.190000, 3127.220000, 0.000127, -0.006800, -0.000200, -0.002900 
20120514, 2380.720000, 2684.290000, 2037.190000, 1711.420000, 4417.230000, 3171.770000, 0.000125, -0.005300, 0.005300, 0.004300 
20120515, 2374.840000, 2665.410000, 2027.620000, 1704.610000, 4453.940000, 3133.850000, 0.000124, -0.001800, -0.001000, -0.001600 
20120516, 2346.190000, 2627.720000, 2009.680000, 1672.980000, 4402.090000, 3120.220000, 0.000123, -0.013000, 0.004600, -0.000400 
20120517, 2378.890000, 2667.090000, 2039.520000, 1695.360000, 4438.080000, 3111.280000, 0.000122, 0.013800, 0.003100, 0.001800 
20120518, 2344.520000, 2624.780000, 2021.200000, 1665.340000, 4361.890000, 3045.830000, 0.000121, -0.015200, -0.002600, 0.001800 
20120521, 2348.300000, 2657.370000, 2040.400000, 1671.420000, 4394.260000, 3058.530000, 0.000121, 0.002100, -0.010900, -0.005000 
20120522, 2373.310000, 2692.010000, 2060.230000, 1700.620000, 4472.810000, 3099.500000, 0.000120, 0.012200, -0.001400, -0.000700 
20120523, 2363.440000, 2671.020000, 2031.700000, 1690.780000, 4477.700000, 3118.530000, 0.000119, -0.004000, 0.002300, 0.000400 
20120524, 2350.970000, 2655.000000, 2022.700000, 1691.550000, 4389.150000, 3090.520000, 0.000118, -0.006800, 0.000000, 0.005400 
20120525, 2333.550000, 2632.490000, 2016.620000, 1685.320000, 4315.900000, 3048.830000, 0.000117, -0.008800, -0.003200, 0.007100 
20120528, 2361.370000, 2663.990000, 2049.470000, 1715.650000, 4363.470000, 3073.740000, 0.000116, 0.013500, -0.005000, 0.001500 
20120529, 2389.640000, 2706.570000, 2091.950000, 1733.350000, 4412.830000, 3102.990000, 0.000116, 0.012500, 0.002500, -0.005600 
20120530, 2384.670000, 2683.660000, 2080.950000, 1724.600000, 4412.110000, 3107.370000, 0.000116, -0.001700, 0.004700, 0.000600 
20120531, 2372.230000, 2655.750000, 2076.260000, 1713.360000, 4448.670000, 3136.630000, 0.000115, -0.002800, 0.003300, -0.009100 
20120601, 2373.440000, 2639.630000, 2082.370000, 1705.600000, 4470.020000, 3170.600000, 0.000115, 0.000300, -0.001600, -0.003000 
20120604, 2308.550000, 2535.490000, 2032.710000, 1642.640000, 4365.890000, 3146.060000, 0.000115, -0.028000, -0.006500, -0.003900 
20120605, 2311.920000, 2533.280000, 2018.150000, 1643.880000, 4390.110000, 3202.240000, 0.000115, 0.000700, -0.001300, -0.000500 
20120606, 2309.550000, 2495.980000, 2037.540000, 1640.270000, 4364.680000, 3176.590000, 0.000114, -0.001500, -0.000100, 0.000000 
20120607, 2293.130000, 2476.520000, 2022.910000, 1626.590000, 4352.670000, 3145.160000, 0.000114, -0.004800, 0.001100, 0.001000 
