

     Angle,       PSD,
   52.1894,       506,
   52.1994,       545,
   52.2093,       504,
   52.2193,       494,
   52.2293,       518,
   52.2393,       521,
   52.2492,       508,
   52.2592,       461,
   52.2692,       507,
   52.2792,       479,
   52.2892,       533,
   52.2991,       502,
   52.3091,       520,
   52.3191,       513,
   52.3291,       468,
    52.339,       531,
    52.349,       508,
    52.359,       476,
    52.369,       502,
   52.3789,       458,
   52.3889,       477,
   52.3989,       503,
   52.4089,       465,
   52.4188,       470,
   52.4288,       539,
   52.4388,       473,
   52.4488,       513,
   52.4587,       510,
   52.4687,       503,
   52.4787,       497,
   52.4887,       492,
   52.4987,       547,
   52.5086,       515,
   52.5186,       518,
   52.5286,       541,
   52.5386,       479,
   52.5485,       515,
   52.5585,       464,
   52.5685,       490,
   52.5785,       547,
   52.5884,       522,
   52.5984,       487,
   52.6084,       497,
   52.6184,       518,
   52.6283,       496,
   52.6383,       467,
   52.6483,       535,
   52.6583,       513,
   52.6683,       525,
   52.6782,       508,
   52.6882,       528,
   52.6982,       522,
   52.7082,       519,
   52.7181,       474,
   52.7281,       505,
   52.7381,       511,
   52.7481,       512,
    52.758,       550,
    52.768,       540,
    52.778,       540,
    52.788,       478,
   52.7979,       496,
   52.8079,       506,
   52.8179,       489,
   52.8279,       524,
   52.8378,       478,
   52.8478,       507,
   52.8578,       515,
   52.8678,       518,
   52.8778,       515,
   52.8877,       494,
   52.8977,       511,
   52.9077,       556,
   52.9177,       537,
   52.9276,       509,
   52.9376,       540,
   52.9476,       462,
   52.9576,       518,
   52.9675,       511,
   52.9775,       517,
   52.9875,       499,
   52.9975,       481,
   53.0074,       522,
   53.0174,       484,
   53.0274,       497,
   53.0374,       530,
   53.0473,       499,
   53.0573,       476,
   53.0673,       496,
   53.0773,       475,
   53.0873,       492,
   53.0972,       513,
   53.1072,       522,
   53.1172,       483,
   53.1272,       523,
   53.1371,       520,
   53.1471,       538,
   53.1571,       503,
   53.1671,       536,
    53.177,       512,
    53.187,       494,
    53.197,       480,
    53.207,       504,
   53.2169,       485,
   53.2269,       493,
   53.2369,       527,
   53.2469,       500,
   53.2568,       536,
   53.2668,       470,
   53.2768,       503,
   53.2868,       505,
   53.2968,       522,
   53.3067,       512,
   53.3167,       538,
   53.3267,       482,
   53.3367,       482,
   53.3466,       519,
   53.3566,       515,
   53.3666,       483,
   53.3766,       469,
   53.3865,       504,
   53.3965,       487,
   53.4065,       486,
   53.4165,       540,
   53.4264,       516,
   53.4364,       507,
   53.4464,       501,
   53.4564,       526,
   53.4663,       520,
   53.4763,       531,
   53.4863,       527,
   53.4963,       556,
   53.5063,       549,
   53.5162,       505,
   53.5262,       541,
   53.5362,       511,
   53.5462,       574,
   53.5561,       530,
   53.5661,       496,
   53.5761,       517,
   53.5861,       503,
    53.596,       511,
    53.606,       481,
    53.616,       501,
    53.626,       494,
   53.6359,       472,
   53.6459,       520,
   53.6559,       501,
   53.6659,       529,
   53.6758,       487,
   53.6858,       516,
   53.6958,       531,
   53.7058,       478,
   53.7158,       481,
   53.7257,       493,
   53.7357,       495,
   53.7457,       523,
   53.7557,       495,
   53.7656,       465,
   53.7756,       537,
   53.7856,       496,
   53.7956,       520,
   53.8055,       519,
   53.8155,       511,
   53.8255,       497,
   53.8355,       505,
   53.8454,       462,
   53.8554,       521,
   53.8654,       510,
   53.8754,       499,
   53.8853,       495,
   53.8953,       526,
   53.9053,       509,
   53.9153,       522,
   53.9253,       503,
   53.9352,       517,
   53.9452,       540,
   53.9552,       529,
   53.9652,       526,
   53.9751,       520,
   53.9851,       547,
   53.9951,       515,
   54.0051,       521,
    54.015,       544,
    54.025,       529,
    54.035,       522,
    54.045,       497,
   54.0549,       557,
   54.0649,       549,
   54.0749,       501,
   54.0849,       521,
   54.0948,       539,
   54.1048,       502,
   54.1148,       527,
   54.1248,       515,
   54.1348,       514,
   54.1447,       497,
   54.1547,       499,
   54.1647,       476,
   54.1747,       514,
   54.1846,       486,
   54.1946,       501,
   54.2046,       504,
   54.2146,       522,
   54.2245,       519,
   54.2345,       513,
   54.2445,       523,
   54.2545,       469,
   54.2644,       504,
   54.2744,       496,
   54.2844,       522,
   54.2944,       494,
   54.3043,       494,
   54.3143,       472,
   54.3243,       498,
   54.3343,       482,
   54.3443,       495,
   54.3542,       506,
   54.3642,       518,
   54.3742,       510,
   54.3842,       533,
   54.3941,       476,
   54.4041,       456,
   54.4141,       507,
   54.4241,       497,
    54.434,       455,
    54.444,       471,
    54.454,       514,
    54.464,       491,
   54.4739,       513,
   54.4839,       506,
   54.4939,       496,
   54.5039,       484,
   54.5138,       495,
   54.5238,       485,
   54.5338,       487,
   54.5438,       470,
   54.5538,       531,
   54.5637,       517,
   54.5737,       510,
   54.5837,       509,
   54.5937,       529,
   54.6036,       512,
   54.6136,       479,
   54.6236,       465,
   54.6336,       513,
   54.6435,       494,
   54.6535,       553,
   54.6635,       466,
   54.6735,       512,
   54.6834,       486,
   54.6934,       493,
   54.7034,       503,
   54.7134,       521,
   54.7233,       505,
   54.7333,       502,
   54.7433,       519,
   54.7533,       523,
   54.7633,       505,
   54.7732,       471,
   54.7832,       503,
   54.7932,       526,
   54.8032,       529,
   54.8131,       482,
   54.8231,       520,
   54.8331,       512,
   54.8431,       483,
    54.853,       448,
    54.863,       496,
    54.873,       512,
    54.883,       542,
   54.8929,       506,
   54.9029,       500,
   54.9129,       527,
   54.9229,       543,
   54.9328,       521,
   54.9428,       537,
   54.9528,       517,
   54.9628,       494,
   54.9728,       498,
   54.9827,       546,
   54.9927,       535,
   55.0027,       539,
   55.0127,       532,
   55.0226,       515,
   55.0326,       517,
   55.0426,       526,
   55.0526,       498,
   55.0625,       539,
   55.0725,       526,
   55.0825,       492,
   55.0925,       501,
   55.1024,       492,
   55.1124,       478,
   55.1224,       497,
   55.1324,       535,
   55.1424,       533,
   55.1523,       465,
   55.1623,       495,
   55.1723,       487,
   55.1823,       505,
   55.1922,       506,
   55.2022,       491,
   55.2122,       534,
   55.2222,       510,
   55.2321,       519,
   55.2421,       490,
   55.2521,       565,
   55.2621,       487,
    55.272,       507,
    55.282,       532,
    55.292,       549,
    55.302,       532,
   55.3119,       505,
   55.3219,       529,
   55.3319,       480,
   55.3419,       512,
   55.3519,       532,
   55.3618,       496,
   55.3718,       555,
   55.3818,       515,
   55.3918,       485,
   55.4017,       521,
   55.4117,       514,
   55.4217,       533,
   55.4317,       501,
   55.4416,       520,
   55.4516,       463,
   55.4616,       509,
   55.4716,       494,
   55.4815,       496,
   55.4915,       536,
   55.5015,       499,
   55.5115,       485,
   55.5214,       524,
   55.5314,       466,
   55.5414,       484,
   55.5514,       521,
   55.5614,       488,
   55.5713,       486,
   55.5813,       488,
   55.5913,       531,
   55.6013,       479,
   55.6112,       496,
   55.6212,       492,
   55.6312,       462,
   55.6412,       510,
   55.6511,       485,
   55.6611,       439,
   55.6711,       515,
   55.6811,       476,
    55.691,       494,
    55.701,       503,
    55.711,       549,
    55.721,       509,
   55.7309,       509,
   55.7409,       506,
   55.7509,       484,
   55.7609,       473,
   55.7709,       482,
   55.7808,       486,
   55.7908,       443,
   55.8008,       581,
   55.8108,       453,
   55.8207,       470,
   55.8307,       534,
   55.8407,       502,
   55.8507,       502,
   55.8606,       535,
   55.8706,       509,
   55.8806,       512,
   55.8906,       513,
   55.9005,       544,
   55.9105,       567,
   55.9205,       482,
   55.9305,       546,
   55.9404,       524,
   55.9504,       534,
   55.9604,       467,
   55.9704,       541,
   55.9804,       500,
   55.9903,       499,
   56.0003,       469,
   56.0103,       512,
   56.0203,       485,
   56.0302,       540,
   56.0402,       500,
   56.0502,       501,
   56.0602,       493,
   56.0701,       503,
   56.0801,       529,
   56.0901,       492,
   56.1001,       514,
     56.11,       524,
     56.12,       502,
     56.13,       505,
     56.14,       500,
   56.1499,       495,
   56.1599,       491,
   56.1699,       507,
   56.1799,       483,
   56.1899,       507,
   56.1998,       493,
   56.2098,       517,
   56.2198,       490,
   56.2298,       532,
   56.2397,       495,
   56.2497,       498,
   56.2597,       522,
   56.2697,       471,
   56.2796,       483,
   56.2896,       460,
   56.2996,       487,
   56.3096,       462,
   56.3195,       478,
   56.3295,       492,
   56.3395,       520,
   56.3495,       477,
   56.3594,       481,
   56.3694,       486,
   56.3794,       480,
   56.3894,       528,
   56.3994,       511,
   56.4093,       504,
   56.4193,       505,
   56.4293,       496,
   56.4393,       502,
   56.4492,       493,
   56.4592,       510,
   56.4692,       497,
   56.4792,       487,
   56.4891,       482,
   56.4991,       452,
   56.5091,       516,
   56.5191,       515,
    56.529,       492,
    56.539,       513,
    56.549,       500,
    56.559,       512,
   56.5689,       462,
   56.5789,       458,
   56.5889,       464,
   56.5989,       475,
   56.6089,       477,
   56.6188,       512,
   56.6288,       501,
   56.6388,       472,
   56.6488,       505,
   56.6587,       504,
   56.6687,       497,
   56.6787,       466,
   56.6887,       550,
   56.6986,       530,
   56.7086,       515,
   56.7186,       504,
   56.7286,       508,
   56.7385,       477,
   56.7485,       507,
   56.7585,       486,
   56.7685,       476,
   56.7784,       558,
   56.7884,       506,
   56.7984,       554,
   56.8084,       494,
   56.8184,       490,
   56.8283,       514,
   56.8383,       469,
   56.8483,       501,
   56.8583,       534,
   56.8682,       540,
   56.8782,       510,
   56.8882,       502,
   56.8982,       493,
   56.9081,       461,
   56.9181,       514,
   56.9281,       481,
   56.9381,       507,
    56.948,       543,
    56.958,       535,
    56.968,       529,
    56.978,       454,
   56.9879,       488,
   56.9979,       520,
   57.0079,       454,
   57.0179,       497,
   57.0279,       500,
   57.0378,       461,
   57.0478,       492,
   57.0578,       489,
   57.0678,       499,
   57.0777,       490,
   57.0877,       506,
   57.0977,       532,
   57.1077,       510,
   57.1176,       517,
   57.1276,       468,
   57.1376,       502,
   57.1476,       480,
   57.1575,       496,
   57.1675,       486,
   57.1775,       533,
   57.1875,       509,
   57.1974,       524,
   57.2074,       496,
   57.2174,       467,
   57.2274,       536,
   57.2374,       490,
   57.2473,       488,
   57.2573,       463,
   57.2673,       516,
   57.2773,       491,
   57.2872,       483,
   57.2972,       496,
   57.3072,       532,
   57.3172,       513,
   57.3271,       466,
   57.3371,       478,
   57.3471,       492,
   57.3571,       464,
    57.367,       483,
    57.377,       494,
    57.387,       507,
    57.397,       493,
   57.4069,       477,
   57.4169,       486,
   57.4269,       498,
   57.4369,       514,
   57.4469,       498,
   57.4568,       460,
   57.4668,       476,
   57.4768,       514,
   57.4868,       506,
   57.4967,       501,
   57.5067,       497,
   57.5167,       469,
   57.5267,       466,
   57.5366,       459,
   57.5466,       461,
   57.5566,       440,
   57.5666,       523,
   57.5765,       519,
   57.5865,       501,
   57.5965,       495,
   57.6065,       537,
   57.6165,       498,
   57.6264,       505,
   57.6364,       505,
   57.6464,       489,
   57.6564,       549,
   57.6663,       489,
   57.6763,       488,
   57.6863,       437,
   57.6963,       452,
   57.7062,       518,
   57.7162,       426,
   57.7262,       450,
   57.7362,       515,
   57.7461,       522,
   57.7561,       466,
   57.7661,       531,
   57.7761,       490,
    57.786,       516,
    57.796,       507,
    57.806,       508,
    57.816,       466,
    57.826,       491,
   57.8359,       494,
   57.8459,       449,
   57.8559,       496,
   57.8659,       512,
   57.8758,       506,
   57.8858,       484,
   57.8958,       484,
   57.9058,       478,
   57.9157,       498,
   57.9257,       514,
   57.9357,       528,
   57.9457,       484,
   57.9556,       521,
   57.9656,       504,
   57.9756,       469,
   57.9856,       491,
   57.9955,       444,
   58.0055,       501,
   58.0155,       502,
   58.0255,       495,
   58.0355,       509,
   58.0454,       520,
   58.0554,       515,
   58.0654,       547,
   58.0754,       477,
   58.0853,       475,
   58.0953,       508,
   58.1053,       523,
   58.1153,       511,
   58.1252,       479,
   58.1352,       490,
   58.1452,       502,
   58.1552,       500,
   58.1651,       493,
   58.1751,       512,
   58.1851,       508,
   58.1951,       487,
    58.205,       536,
    58.215,       510,
    58.225,       506,
    58.235,       522,
    58.245,       522,
   58.2549,       489,
   58.2649,       477,
   58.2749,       505,
   58.2849,       494,
   58.2948,       520,
   58.3048,       507,
   58.3148,       504,
   58.3248,       490,
   58.3347,       486,
   58.3447,       504,
   58.3547,       508,
   58.3647,       479,
   58.3746,       533,
   58.3846,       529,
   58.3946,       515,
   58.4046,       518,
   58.4145,       518,
   58.4245,       506,
   58.4345,       511,
   58.4445,       494,
   58.4545,       508,
   58.4644,       505,
   58.4744,       469,
   58.4844,       521,
   58.4944,       521,
   58.5043,       492,
   58.5143,       521,
   58.5243,       499,
   58.5343,       490,
   58.5442,       518,
   58.5542,       522,
   58.5642,       502,
   58.5742,       485,
   58.5841,       505,
   58.5941,       489,
   58.6041,       508,
   58.6141,       534,
    58.624,       454,
    58.634,       496,
    58.644,       507,
    58.654,       500,
    58.664,       509,
   58.6739,       503,
   58.6839,       538,
   58.6939,       525,
   58.7039,       524,
   58.7138,       545,
   58.7238,       511,
   58.7338,       522,
   58.7438,       555,
   58.7537,       513,
   58.7637,       540,
   58.7737,       548,
   58.7837,       459,
   58.7936,       509,
   58.8036,       513,
   58.8136,       509,
   58.8236,       502,
   58.8335,       509,
   58.8435,       514,
   58.8535,       478,
   58.8635,       516,
   58.8735,       511,
   58.8834,       508,
   58.8934,       524,
   58.9034,       530,
   58.9134,       546,
   58.9233,       470,
   58.9333,       519,
   58.9433,       519,
   58.9533,       496,
   58.9632,       494,
   58.9732,       517,
   58.9832,       506,
   58.9932,       507,
   59.0031,       507,
   59.0131,       513,
   59.0231,       484,
   59.0331,       533,
    59.043,       523,
    59.053,       527,
    59.063,       468,
    59.073,       505,
    59.083,       536,
   59.0929,       525,
   59.1029,       520,
   59.1129,       504,
   59.1229,       529,
   59.1328,       499,
   59.1428,       530,
   59.1528,       507,
   59.1628,       526,
   59.1727,       513,
   59.1827,       540,
   59.1927,       550,
   59.2027,       485,
   59.2126,       504,
   59.2226,       537,
   59.2326,       519,
   59.2426,       496,
   59.2525,       548,
   59.2625,       484,
   59.2725,       497,
   59.2825,       518,
   59.2925,       519,
   59.3024,       514,
   59.3124,       519,
   59.3224,       537,
   59.3324,       531,
   59.3423,       528,
   59.3523,       539,
   59.3623,       522,
   59.3723,       487,
   59.3822,       525,
   59.3922,       496,
   59.4022,       510,
   59.4122,       536,
   59.4221,       483,
   59.4321,       503,
   59.4421,       510,
   59.4521,       542,
    59.462,       541,
    59.472,       495,
    59.482,       535,
    59.492,       495,
    59.502,       485,
   59.5119,       445,
   59.5219,       515,
   59.5319,       530,
   59.5419,       498,
   59.5518,       467,
   59.5618,       462,
   59.5718,       524,
   59.5818,       483,
   59.5917,       501,
   59.6017,       475,
   59.6117,       508,
   59.6217,       508,
   59.6316,       497,
   59.6416,       489,
   59.6516,       497,
   59.6616,       467,
   59.6715,       521,
   59.6815,       492,
   59.6915,       536,
   59.7015,       530,
   59.7115,       475,
   59.7214,       510,
   59.7314,       494,
   59.7414,       489,
   59.7514,       521,
   59.7613,       516,
   59.7713,       516,
   59.7813,       495,
   59.7913,       559,
   59.8012,       472,
   59.8112,       516,
   59.8212,       513,
   59.8312,       486,
   59.8411,       472,
   59.8511,       527,
   59.8611,       505,
   59.8711,       462,
    59.881,       480,
    59.891,       524,
    59.901,       487,
    59.911,       490,
    59.921,       492,
   59.9309,       476,
   59.9409,       508,
   59.9509,       503,
   59.9609,       524,
   59.9708,       496,
   59.9808,       490,
   59.9908,       474,
   60.0008,       526,
