,yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,PPIG,IPG,DP,EP,VOL,BILL,BOND,TERM,CREDIT,MA112,MA312,MOM6,ExRet
1569,200110,1059.78,15.737333,27.103333,0.144901,0.0264,0.0703,0.0791,0.0506,0.010752,0.001800,-0.003365,0.0464,0.0437,0.003250,-0.001335,0.019540,0.018546,-2.250563,-0.435131,-4.209781,-3.666160,0.200031,-0.017758,-0.005533,0.0242,0.0197,0,0,0,0.017740
1570,200111,1139.45,15.738667,25.896667,0.133481,0.0216,0.0697,0.0781,0.0553,0.011164,0.001558,-0.001688,-0.0471,-0.0188,0.002189,-0.001060,0.078787,0.077259,-0.383730,-0.489929,-4.282180,-3.784187,0.200218,-0.019267,-0.000642,0.0337,0.0144,0,0,0,0.077229
1571,200112,1148.08,15.740000,24.690000,0.131218,0.0187,0.0677,0.0805,0.0575,0.013470,0.001408,-0.003946,-0.0183,-0.0090,0.001798,-0.001336,0.009051,0.007849,-1.309707,0.023540,-4.289641,-3.839448,0.201423,-0.018583,0.001417,0.0388,0.0102,0,0,0,0.007643
1572,200201,1130.20,15.736667,24.693333,0.132561,0.0169,0.0655,0.0787,0.0569,0.011196,0.001375,0.002264,0.0138,0.0175,0.002184,-0.002004,-0.014324,-0.015320,0.312256,0.632104,-4.274156,-3.823617,0.194893,-0.016983,0.000758,0.0400,0.0086,0,0,0,-0.015699
1573,200202,1106.73,15.733333,24.696667,0.130119,0.0165,0.0651,0.0789,0.0563,0.012504,0.001433,0.003953,0.0115,0.0130,0.002568,-0.001821,-0.019481,-0.020973,-0.077821,-0.026460,-4.253383,-3.802497,0.169034,-0.014467,0.000042,0.0398,0.0088,0,0,0,-0.020914
1574,200203,1147.39,15.730000,24.700000,0.236833,0.0172,0.0681,0.0811,0.0604,0.013764,0.001492,0.005624,-0.0436,-0.0295,0.002015,-0.002239,0.037572,0.036690,1.090343,0.815658,-4.289675,-3.838442,0.159579,-0.011133,0.003767,0.0432,0.0077,0,0,1,0.036080
1575,200204,1076.92,15.833000,25.380000,0.247732,0.0179,0.0676,0.0803,0.0575,0.015113,0.001425,0.005593,0.0410,0.0253,0.002320,-0.002048,-0.061001,-0.061826,0.770416,0.412972,-4.219764,-3.747899,0.153492,-0.008242,0.001017,0.0396,0.0101,0,0,1,-0.062426
1576,200205,1067.14,15.936000,26.060000,0.248256,0.0171,0.0675,0.0809,0.0578,0.022288,0.001442,0.000000,0.0015,0.0113,0.004102,-0.002142,-0.007800,-0.009438,0.000000,0.422773,-4.204157,-3.712336,0.153829,-0.007242,0.001450,0.0407,0.0097,0,0,0,-0.009242
1577,200206,989.81,16.039000,26.740000,0.266573,0.0173,0.0663,0.0795,0.0566,0.027535,0.001417,0.000556,0.0187,0.0073,0.003708,-0.002607,-0.071349,-0.072611,0.076453,0.951529,-4.122490,-3.611352,0.170776,-0.005467,0.000450,0.0393,0.0097,0,0,0,-0.072766
1578,200207,911.62,15.959000,27.840000,0.282032,0.0170,0.0653,0.0790,0.0544,0.028455,0.001400,0.001112,0.0303,0.0094,0.015343,-0.002421,-0.073987,-0.075074,0.229183,-0.239600,-4.045200,-3.488749,0.194174,-0.004275,-0.001608,0.0374,0.0109,0,0,0,-0.075387
1579,200208,916.07,15.879000,28.940000,0.284412,0.0168,0.0637,0.0758,0.0510,0.024756,0.001350,0.003331,0.0464,0.0452,0.009409,-0.002908,0.007061,0.005401,0.228659,0.013087,-4.055095,-3.454868,0.173778,-0.002950,-0.004708,0.0342,0.0127,0,0,0,0.005711
1580,200209,815.29,15.799000,30.040000,0.324555,0.0162,0.0615,0.0740,0.0480,0.029309,0.001358,0.001660,0.0417,0.0330,0.007366,-0.003213,-0.108965,-0.110421,0.608365,0.138895,-3.943597,-3.301014,0.184127,-0.002100,-0.007192,0.0318,0.0135,0,0,0,-0.110323
1581,200210,885.76,15.890667,29.223333,0.293437,0.0163,0.0632,0.0773,0.0508,0.025679,0.001317,0.001657,-0.0294,-0.0240,0.011590,-0.003753,0.088599,0.087103,0.680272,-0.302039,-4.020714,-3.411479,0.209112,-0.001158,-0.004408,0.0345,0.0124,0,0,0,0.087282
1582,200211,936.31,15.982333,28.406667,0.276975,0.0158,0.0631,0.0762,0.0521,0.022915,0.001025,0.000000,-0.0122,0.0130,0.004449,-0.004166,0.059019,0.057288,-0.075075,0.522005,-4.070463,-3.495323,0.201960,-0.001175,-0.002842,0.0363,0.0110,0,0,0,0.057994
1583,200212,879.82,16.074000,27.590000,0.295386,0.0123,0.0621,0.0745,0.0484,0.025739,0.000992,-0.002206,0.0507,0.0361,0.002639,-0.004144,-0.058834,-0.060464,-0.150263,-0.490546,-4.002514,-3.462264,0.219972,-0.004142,-0.005783,0.0361,0.0137,0,0,0,-0.059826
1584,200301,855.70,16.124000,28.500000,0.305942,0.0119,0.0617,0.0735,0.0495,0.028296,0.000975,0.004422,-0.0106,0.0021,0.005168,,-0.026579,-0.027860,1.805869,0.761999,-3.971611,-3.402016,0.224406,-0.004125,-0.004067,0.0376,0.0122,0,0,0,-0.027554
1585,200302,841.15,16.174000,29.410000,0.312251,0.0117,0.0595,0.0706,0.0472,0.027919,0.000975,0.007705,0.0329,0.0264,0.002564,,-0.015246,-0.017225,1.699926,0.142187,-3.951365,-3.353435,0.222874,-0.003925,-0.005608,0.0355,0.0123,0,0,0,-0.016221
1586,200303,848.18,16.224000,30.320000,0.286118,0.0117,0.0589,0.0695,0.0486,0.024101,0.000942,0.006008,-0.0135,-0.0080,0.006136,,0.010308,0.008967,2.616279,-0.231392,-3.956601,-3.331285,0.213009,-0.003467,-0.003225,0.0369,0.0103,0,0,1,0.009366
1587,200304,916.92,16.204333,31.730000,0.269654,0.0113,0.0574,0.0685,0.0481,0.019970,0.000942,-0.002172,0.0102,0.0229,0.003065,,0.082774,0.081462,-3.116147,-0.714882,-4.035742,-3.363758,0.220887,-0.003317,-0.002942,0.0368,0.0093,1,0,1,0.081832
1588,200305,963.59,16.184667,33.140000,0.258376,0.0113,0.0522,0.0638,0.0436,0.006443,0.000892,-0.001632,0.0592,0.0471,0.002228,,0.053251,0.051508,-0.073099,0.028045,-4.086602,-3.369925,0.237331,-0.002833,-0.006258,0.0323,0.0086,1,1,1,0.052359
1589,200306,974.51,16.165000,34.550000,0.254488,0.0107,0.0497,0.0619,0.0452,0.001256,0.000767,0.001090,-0.0154,-0.0143,0.001998,,0.012816,0.011351,0.950988,0.167362,-4.099086,-3.339527,0.216154,-0.002883,-0.003708,0.0345,0.0045,1,1,1,0.012049
1590,200307,990.31,16.305333,35.893333,0.247643,0.0092,0.0549,0.0662,0.0542,0.000265,0.000750,0.001089,-0.0982,-0.0881,0.002046,,0.017932,0.016505,-0.217391,0.440333,-4.106526,-3.317466,0.195873,-0.003733,0.005308,0.0450,0.0007,1,1,1,0.017182
1591,200308,1008.01,16.445667,37.236667,0.242856,0.0090,0.0588,0.0701,0.0532,0.002913,0.000792,0.003806,0.0166,0.0219,0.000966,,0.019597,0.018014,0.217865,-0.142646,-4.115671,-3.298439,0.200409,-0.003283,0.004125,0.0442,0.0056,1,1,1,0.018805
1592,200309,995.97,16.586000,38.580000,0.246542,0.0095,0.0572,0.0679,0.0490,0.007321,0.000783,0.003250,0.0546,0.0503,0.001869,,-0.010737,-0.012107,0.362319,0.588615,-4.095158,-3.250983,0.164870,-0.002225,-0.000158,0.0395,0.0082,1,1,1,-0.011520
1593,200310,1050.71,16.852333,41.966667,0.233309,0.0094,0.0570,0.0673,0.0518,0.007210,0.000767,-0.001080,-0.0283,-0.0203,0.001408,,0.055560,0.053970,0.577617,0.141164,-4.132732,-3.220346,0.152916,-0.001750,0.002558,0.0424,0.0052,1,1,1,0.054793
1594,200311,1058.20,17.118667,45.353333,0.233754,0.0092,0.0565,0.0666,0.0519,0.010001,0.000775,-0.002703,-0.0027,0.0052,0.000920,,0.009259,0.007606,-0.287150,0.770530,-4.124155,-3.149841,0.134913,-0.001400,0.002675,0.0427,0.0046,1,1,1,0.008484
1595,200312,1111.92,17.385000,48.740000,0.218740,0.0093,0.0562,0.0660,0.0511,0.006946,0.000750,-0.001084,0.0139,0.0139,0.000894,,0.051780,0.050107,0.431965,-0.071208,-4.158236,-3.127343,0.132361,-0.001050,0.001650,0.0418,0.0051,1,1,1,0.051030
1596,200401,1131.13,17.598000,49.826667,0.218028,0.0090,0.0554,0.0644,0.0499,0.006846,0.000733,0.004883,0.0187,0.0187,0.000979,,0.019078,0.017991,1.362007,0.255412,-4.163187,-3.122422,0.129647,-0.001108,0.000417,0.0409,0.0055,1,1,1,0.018345
1597,200402,1144.94,17.811000,50.913333,0.216053,0.0088,0.0550,0.0627,0.0483,0.009327,0.000775,0.005400,0.0230,0.0178,0.000611,,0.014403,0.012716,0.495050,0.605834,-4.163291,-3.112983,0.129342,-0.001067,-0.001275,0.0395,0.0067,1,1,1,0.013628
1598,200403,1126.21,18.024000,52.000000,0.281731,0.0093,0.0533,0.0611,0.0474,0.012246,0.000783,0.006445,0.0141,0.0118,0.001981,,-0.014982,-0.016267,0.703730,-0.497363,-4.134909,-3.075370,0.131033,-0.000367,-0.002075,0.0381,0.0059,1,1,1,-0.015765
1599,200404,1107.30,18.216667,53.383333,0.285372,0.0094,0.0573,0.0646,0.0531,0.013730,0.000783,0.003202,-0.0588,-0.0534,0.001231,,-0.015584,-0.016719,1.187980,0.451324,-4.107343,-3.032181,0.106724,-0.000108,0.003208,0.0437,0.0042,1,1,1,-0.016367
1600,200405,1120.68,18.409333,54.766667,0.286412,0.0094,0.0604,0.0675,0.0539,0.016286,0.000850,0.005851,-0.0051,-0.0071,0.000978,,0.013629,0.012024,1.381215,0.792672,-4.108833,-3.018609,0.092388,0.000050,0.003150,0.0445,0.0065,1,1,1,0.012779
1601,200406,1140.84,18.602000,56.150000,0.279632,0.0102,0.0601,0.0678,0.0532,0.014448,0.001058,0.003173,0.0121,0.0093,0.000771,,0.019488,0.018019,0.272480,-0.824407,-4.116251,-3.011493,0.094802,0.000892,0.001783,0.0430,0.0069,1,1,1,0.018430
1602,200407,1101.72,18.789000,56.690000,0.287788,0.0127,0.0582,0.0662,0.0523,0.014675,0.001108,-0.001581,0.0155,0.0184,0.000777,,-0.032954,-0.034111,0.135870,0.770487,-4.071356,-2.967030,0.100237,0.003100,0.001042,0.0396,0.0059,1,1,0,-0.034062
1603,200408,1104.24,18.976000,57.230000,0.286821,0.0133,0.0565,0.0646,0.0493,0.014234,0.001233,0.000528,0.0395,0.0395,0.001443,,0.003807,0.002019,0.407056,0.073698,-4.063738,-2.959834,0.094524,0.003342,-0.001633,0.0360,0.0072,1,1,0,0.002574
1604,200409,1114.58,19.163000,57.770000,0.289485,0.0148,0.0546,0.0627,0.0488,0.009086,0.001375,0.002111,0.0096,0.0101,0.000706,,0.010817,0.009347,-0.202703,0.084224,-4.063252,-2.959763,0.094553,0.004400,-0.002117,0.0340,0.0058,1,0,0,0.009442
1605,200410,1130.20,19.256000,58.030000,0.291010,0.0165,0.0547,0.0621,0.0478,0.007382,0.001467,0.005266,0.0154,0.0164,0.001230,,0.014973,0.013699,1.557211,0.952112,-4.072327,-2.969190,0.079869,0.005508,-0.002783,0.0313,0.0069,1,1,1,0.013506
1606,200411,1173.82,19.349000,58.290000,0.279832,0.0176,0.0552,0.0620,0.0502,0.012134,0.001725,0.000524,-0.0234,-0.0200,0.000857,,0.040559,0.035572,0.933333,0.209733,-4.105378,-3.002588,0.091193,0.005908,-0.000242,0.0326,0.0050,1,1,1,0.038834
1607,200412,1211.92,19.442000,58.550000,0.270619,0.0207,0.0547,0.0615,0.0484,0.012960,0.001825,-0.003665,0.0250,0.0257,0.000728,,0.033734,0.032086,-0.792602,0.735655,-4.132525,-3.030080,0.084664,0.008058,-0.001817,0.0277,0.0063,1,1,1,0.031909
1608,200501,1181.27,19.703000,59.106667,0.278180,0.0219,0.0536,0.0602,0.0465,0.013540,0.001942,0.002102,0.0300,0.0277,0.000821,,-0.023824,-0.024749,0.466045,0.460380,-4.093575,-2.995002,0.086381,0.008183,-0.003433,0.0246,0.0071,1,1,1,-0.025766
1609,200502,1203.60,19.964000,59.663333,0.271041,0.0233,0.0520,0.0582,0.0479,0.011753,0.002117,0.005768,-0.0128,-0.0112,0.000834,,0.021152,0.019015,0.463883,0.687760,-4.099142,-3.004355,0.088823,0.008375,-0.002000,0.0246,0.0041,1,1,1,0.019035
1610,200503,1180.59,20.225000,60.220000,0.319857,0.0254,0.0540,0.0606,0.0488,0.009090,0.002283,0.007821,-0.0072,-0.0125,0.000860,,-0.017240,-0.018729,1.385224,-0.158651,-4.066850,-2.975765,0.089640,0.009133,-0.001217,0.0234,0.0052,1,1,1,-0.019523
1611,200504,1156.85,20.458333,61.233333,0.329624,0.0274,0.0533,0.0605,0.0461,0.007928,0.002317,0.006725,0.0373,0.0327,0.001826,,-0.018926,-0.020076,0.845804,0.168469,-4.035066,-2.938764,0.090849,0.009633,-0.003333,0.0187,0.0072,1,1,1,-0.021243
1612,200505,1191.50,20.691667,62.246667,0.320966,0.0278,0.0515,0.0601,0.0440,0.004777,0.002367,-0.001028,0.0297,0.0295,0.000859,,0.031994,0.030156,-0.451613,0.130588,-4.053237,-2.951863,0.097494,0.008500,-0.004608,0.0162,0.0075,1,1,1,0.029627
1613,200506,1191.33,20.925000,63.260000,0.326979,0.0284,0.0496,0.0586,0.0429,0.005366,0.002475,0.000514,0.0167,0.0141,0.000542,,0.001717,0.000139,0.000000,0.383521,-4.041881,-2.935572,0.091064,0.007583,-0.004850,0.0145,0.0067,1,1,0,-0.000758
1614,200507,1234.18,21.107000,64.330000,0.315734,0.0297,0.0506,0.0595,0.0456,0.004491,0.002683,0.004627,-0.0288,-0.0244,0.000650,,0.037364,0.036163,1.296176,-0.316146,-4.068557,-2.954136,0.092660,0.007467,-0.001592,0.0159,0.0050,1,1,1,0.034681
1615,200508,1220.33,21.289000,65.400000,0.320533,0.0322,0.0509,0.0596,0.0432,0.005417,0.002867,0.005118,0.0333,0.0233,0.000697,,-0.009159,-0.011265,0.831734,0.275210,-4.048686,-2.926354,0.094596,0.008392,-0.003483,0.0110,0.0077,1,1,1,-0.012026
1616,200509,1228.81,21.471000,66.470000,0.317892,0.0344,0.0513,0.0603,0.0464,0.006729,0.002850,0.012220,-0.0338,-0.0310,0.000660,,0.008067,0.006916,2.918782,-1.866655,-4.047098,-2.917051,0.093601,0.008958,-0.000083,0.0120,0.0049,1,1,1,0.005217
1617,200510,1207.01,21.719333,67.590000,0.321808,0.0342,0.0535,0.0630,0.0484,0.005761,0.003092,0.002012,-0.0196,-0.0204,0.001818,,-0.015672,-0.016697,2.466091,1.261242,-4.017699,-2.882441,0.093854,0.007283,0.001867,0.0142,0.0051,1,1,1,-0.018764
1618,200511,1249.48,21.967667,68.710000,0.310914,0.0371,0.0542,0.0639,0.0481,0.005780,0.003233,-0.008032,0.0076,0.0099,0.000540,,0.038289,0.035675,-1.504212,1.013644,-4.040911,-2.900588,0.093033,0.008558,0.001742,0.0110,0.0061,1,1,1,0.035056
1619,200512,1248.29,22.216000,69.830000,0.313478,0.0388,0.0537,0.0632,0.0461,0.003071,0.003242,-0.004049,0.0267,0.0225,0.000433,,-0.000060,-0.001396,-0.427611,0.620106,-4.028717,-2.883466,0.080849,0.008750,-0.000067,0.0073,0.0076,1,1,1,-0.003302
1620,200601,1280.08,22.405333,70.776667,0.309226,0.0389,0.0529,0.0624,0.0474,-0.000436,0.003533,0.007622,-0.0118,-0.0093,0.000975,,0.026442,0.025424,0.797546,0.117887,-4.045379,-2.895148,0.081797,0.007433,0.001158,0.0085,0.0055,1,1,1,0.022909
1621,200602,1280.66,22.594667,71.723333,0.305610,0.0424,0.0535,0.0627,0.0457,0.002047,0.003692,0.002017,0.0238,0.0128,0.000649,,0.002425,0.000167,-1.521607,0.004156,-4.037417,-2.882315,0.075021,0.009342,-0.000358,0.0033,0.0078,1,1,1,-0.001267
1622,200603,1294.87,22.784000,72.670000,0.316009,0.0443,0.0553,0.0641,0.0507,0.002161,0.003758,0.005536,-0.0539,-0.0404,0.000545,,0.012909,0.011511,0.247219,0.206002,-4.040107,-2.880237,0.073454,0.009667,0.004483,0.0064,0.0046,1,1,1,0.009151
1623,200604,1310.61,23.001667,73.276667,0.308842,0.0451,0.0584,0.0668,0.0532,-0.003466,0.003833,0.008509,-0.0247,-0.0224,0.000600,,0.012064,0.010850,1.294698,0.401086,-4.042681,-2.884006,0.070972,0.008992,0.006392,0.0081,0.0052,1,1,1,0.008231
1624,200605,1270.09,23.219333,73.883333,0.314340,0.0460,0.0595,0.0675,0.0535,-0.002648,0.003933,0.004963,0.0010,-0.0020,0.001355,,-0.028319,-0.030519,0.912964,-0.100608,-4.001858,-2.844356,0.069642,0.008375,0.005900,0.0075,0.0060,1,1,1,-0.032252
1625,200606,1270.20,23.437000,74.490000,0.314850,0.0472,0.0589,0.0678,0.0531,-0.002186,0.003992,0.001975,0.0092,0.0039,0.002103,,0.001587,0.000348,0.180941,0.384233,-3.992614,-2.836265,0.069595,0.008008,0.004650,0.0059,0.0058,1,1,1,-0.002405
1626,200607,1276.66,23.656667,75.850000,0.313852,0.0479,0.0585,0.0676,0.0518,-0.002364,0.004125,0.002957,0.0199,0.0237,0.001452,,0.005571,0.004510,0.421433,-0.036678,-3.988358,-2.823245,0.058092,0.007192,0.002833,0.0039,0.0067,1,1,0,0.001446
1627,200608,1303.82,23.876333,77.210000,0.308462,0.0495,0.0568,0.0659,0.0496,-0.008473,0.004133,0.001966,0.0299,0.0361,0.000469,,0.024150,0.021679,0.659472,0.393204,-4.000166,-2.826525,0.063516,0.007350,0.000100,0.0001,0.0072,1,1,1,0.020017
1628,200609,1335.85,24.096000,78.570000,0.300593,0.0496,0.0551,0.0643,0.0484,-0.009493,0.004008,-0.004904,0.0170,0.0183,0.000513,,0.026487,0.025296,-1.488982,-0.202770,-4.015277,-2.833333,0.070180,0.006183,-0.001267,-0.0012,0.0067,1,1,1,0.022479
1629,200610,1377.94,24.358667,79.550000,0.290599,0.0481,0.0551,0.0642,0.0481,-0.008935,0.004100,-0.005421,0.0077,0.0127,0.000451,,0.032527,0.031420,-1.934704,-0.057185,-4.035457,-2.851959,0.076278,0.003525,-0.001542,0.0000,0.0070,1,1,1,0.028427
1630,200611,1400.63,24.621333,80.530000,0.287242,0.0492,0.0533,0.0620,0.0467,-0.015106,0.004117,-0.001487,0.0207,0.0246,0.000592,,0.018385,0.015887,1.479655,-0.096016,-4.041064,-2.856048,0.069077,0.003617,-0.002825,-0.0025,0.0066,1,1,1,0.014268
1631,200612,1418.30,24.884000,81.510000,0.281682,0.0494,0.0532,0.0622,0.0491,-0.015032,0.004042,0.001489,-0.0236,-0.0232,0.000358,,0.013768,0.012294,0.607533,1.039926,-4.042989,-2.856489,0.074037,0.002933,-0.000675,-0.0003,0.0041,1,1,1,0.009726
1632,200701,1438.24,25.087333,82.056667,0.278144,0.0485,0.0540,0.0634,0.0502,-0.013983,0.004150,0.003053,-0.0102,-0.0051,0.000450,,0.015313,0.014345,-0.966184,-0.520144,-4.048812,-2.863765,0.070010,0.001233,0.000192,0.0017,0.0038,1,1,1,0.011163
1633,200702,1406.82,25.290667,82.603333,0.286148,0.0498,0.0539,0.0628,0.0477,-0.015136,0.004192,0.005350,0.0335,0.0287,0.001477,,-0.019288,-0.021598,1.707317,1.007968,-4.018652,-2.835037,0.076111,0.001917,-0.002475,-0.0021,0.0062,1,1,1,-0.023480
1634,200703,1420.86,25.494000,83.150000,0.269050,0.0503,0.0530,0.0627,0.0493,-0.012481,0.004117,0.009106,-0.0145,-0.0231,0.001588,,0.010894,0.009679,1.498801,0.218012,-4.020574,-2.838371,0.075382,0.001917,-0.000758,-0.0010,0.0037,1,1,1,0.006777
1635,200704,1482.37,25.719333,83.740248,0.254456,0.0494,0.0547,0.0639,0.0489,-0.008905,0.004058,0.006496,0.0085,0.0140,0.000582,,0.043991,0.042857,1.240402,0.702926,-4.054154,-2.873678,0.086933,0.000658,-0.000800,-0.0005,0.0058,1,1,1,0.039933
1636,200705,1530.62,25.944667,84.330496,0.243911,0.0487,0.0547,0.0639,0.0510,-0.010276,0.003942,0.006111,-0.0200,-0.0178,0.000697,,0.034459,0.032154,1.108518,0.048621,-4.077462,-2.898685,0.089155,-0.000267,0.001508,0.0023,0.0037,1,1,1,0.030517
1637,200706,1503.35,26.170000,84.920744,0.247896,0.0473,0.0579,0.0670,0.0521,-0.011057,0.003842,0.001938,-0.0091,-0.0148,0.001472,,-0.016620,-0.017829,0.288517,0.028221,-4.050838,-2.873733,0.094594,-0.001675,0.002692,0.0048,0.0058,1,1,1,-0.020462
1638,200707,1455.27,26.439333,82.814078,0.251585,0.0461,0.0573,0.0665,0.0501,-0.015255,0.004017,-0.000254,0.0284,-0.0032,0.002426,,-0.031197,-0.032283,0.747986,-0.037299,-4.008094,-2.866349,0.103865,-0.002725,0.000833,0.0040,0.0072,1,1,1,-0.035214
1639,200708,1473.99,26.708667,80.707411,0.248840,0.0482,0.0579,0.0665,0.0487,-0.012194,0.003500,-0.001834,0.0199,0.0152,0.005134,,0.015094,0.012859,-1.541976,0.222822,-4.010740,-2.904898,0.100589,-0.000517,-0.000492,0.0005,0.0092,1,1,1,0.011594
1640,200709,1526.75,26.978000,78.600744,0.239207,0.0420,0.0574,0.0659,0.0489,-0.013011,0.003242,0.002756,0.0012,0.0135,0.001868,,0.037468,0.035923,0.638051,0.387091,-4.035875,-2.966515,0.104562,-0.006083,-0.000333,0.0069,0.0085,1,1,1,0.034226
1641,200710,1549.38,27.229333,74.460744,0.238617,0.0389,0.0566,0.0648,0.0480,-0.017953,0.003250,0.002139,0.0155,0.0088,0.001683,,0.017360,0.016292,0.691643,-0.422209,-4.041315,-3.035338,0.099074,-0.008417,-0.001225,0.0091,0.0086,1,1,1,0.014110
1642,200711,1481.14,27.480667,70.320744,0.248580,0.0390,0.0544,0.0640,0.0445,-0.025210,0.002725,0.005940,0.0468,0.0079,0.005637,,-0.041382,-0.043581,2.461362,0.588920,-3.987085,-3.047501,0.107395,-0.007467,-0.004542,0.0055,0.0099,1,1,0,-0.044107
1643,200712,1468.36,27.732000,66.180744,0.250583,0.0327,0.0549,0.0665,0.0450,-0.041591,0.002500,-0.000671,-0.0029,0.0028,0.002345,,-0.006116,-0.007903,-0.223464,0.011297,-3.969314,-3.099512,0.104626,-0.012375,-0.003700,0.0123,0.0099,0,1,0,-0.008616
1644,200801,1378.55,27.922000,64.250744,0.262754,0.0300,0.0533,0.0654,0.0436,-0.044187,0.002292,0.004971,0.0213,0.0017,0.004832,,-0.061166,-0.062332,1.343785,-0.269399,-3.899373,-3.065994,0.121216,-0.013533,-0.004550,0.0136,0.0097,0,0,0,-0.063458
1645,200802,1330.63,28.112000,62.320744,0.270979,0.0275,0.0553,0.0682,0.0438,-0.050638,0.001767,0.002904,0.0018,-0.0071,0.003226,,-0.031419,-0.033693,0.939227,-0.335516,-3.857211,-3.061113,0.125605,-0.014175,-0.004025,0.0163,0.0115,0,0,0,-0.033186
1646,200803,1322.70,28.302000,60.390744,0.254058,0.0212,0.0551,0.0689,0.0432,-0.052877,0.001050,0.008668,0.0106,-0.0059,0.006338,,-0.003400,-0.005054,2.846196,-0.236655,-3.844498,-3.086595,0.122894,-0.018050,-0.004117,0.0220,0.0119,0,0,0,-0.004450
1647,200804,1385.59,28.438667,57.383830,0.243015,0.0126,0.0555,0.0697,0.0458,-0.049833,0.001075,0.006065,-0.0288,0.0091,0.002904,,0.048629,0.047490,1.596594,-0.757408,-3.886132,-3.184119,0.124572,-0.023583,-0.001258,0.0332,0.0097,0,0,0,0.047554
1648,200805,1400.38,28.575333,54.376915,0.246511,0.0129,0.0557,0.0693,0.0475,-0.046380,0.001442,0.008421,-0.0164,-0.0277,0.001641,,0.012986,0.010708,2.985856,-0.563420,-3.891955,-3.248559,0.116803,-0.020300,0.000733,0.0346,0.0082,0,0,0,0.011544
1649,200806,1280.00,28.712000,51.370000,0.274491,0.0173,0.0568,0.0707,0.0460,-0.048373,0.001550,0.010077,0.0220,-0.0061,0.003425,,-0.082842,-0.084569,1.983723,-0.234561,-3.797300,-3.215561,0.140762,-0.013400,-0.000258,0.0287,0.0108,0,0,0,-0.084392
1650,200807,1267.38,28.759333,49.563333,0.273816,0.0186,0.0567,0.0716,0.0465,-0.047947,0.001358,0.005251,-0.0025,-0.0109,0.004466,,-0.007306,-0.008738,2.493766,-0.529246,-3.785745,-3.241456,0.132118,-0.009808,0.000542,0.0279,0.0102,0,0,0,-0.008664
1651,200808,1282.83,28.806667,47.756667,0.269889,0.0163,0.0564,0.0715,0.0449,-0.047451,0.001433,-0.003992,0.0242,0.0121,0.003448,,0.014955,0.012682,-3.163017,-1.529714,-3.796217,-3.290705,0.132068,-0.009450,-0.000742,0.0286,0.0115,0,0,0,0.013522
1652,200809,1166.36,28.854000,45.950000,0.287124,0.0172,0.0565,0.0731,0.0443,-0.050314,0.000942,-0.001383,0.0112,-0.0863,0.023775,,-0.085467,-0.087287,-1.055276,-4.336811,-3.699394,-3.234089,0.149434,-0.006483,-0.000958,0.0271,0.0122,0,0,0,-0.086409
1653,200810,968.75,28.698333,35.593333,0.334099,0.0113,0.0628,0.0888,0.0478,-0.057654,0.000558,-0.010101,-0.0383,-0.0450,0.058088,,-0.166980,-0.168455,-5.332656,0.951159,-3.519168,-3.303848,0.203566,-0.010083,0.002558,0.0365,0.0150,0,0,0,-0.167538
1654,200811,896.24,28.542667,25.236667,0.352867,0.0067,0.0612,0.0921,0.0372,-0.054551,0.000158,-0.019153,0.1443,0.1174,0.036257,,-0.073512,-0.076514,-5.150215,-1.256846,-3.446808,-3.569910,0.215191,-0.011992,-0.007433,0.0305,0.0240,0,0,0,-0.073670
1655,200812,903.25,28.387000,14.880000,0.354984,0.0019,0.0505,0.0843,0.0303,-0.024768,0.000025,-0.010342,0.0967,0.1560,0.020090,,0.011995,0.009229,-3.337104,-2.923574,-3.460068,-4.105981,0.217318,-0.014225,-0.013108,0.0284,0.0202,0,0,0,0.011970
1656,200901,825.88,28.009667,12.206667,0.389393,0.0003,0.0505,0.0814,0.0394,-0.025347,0.000108,0.004352,-0.1124,-0.0949,0.011971,,-0.082615,-0.084039,0.175541,-2.375067,-3.383900,-4.214467,0.225078,-0.013350,-0.003658,0.0391,0.0111,0,0,0,-0.082723
1657,200902,735.09,27.632333,9.533333,0.441103,0.0013,0.0527,0.0808,0.0401,-0.025260,0.000250,0.004973,-0.0056,-0.0308,0.009961,,-0.103588,-0.107402,-1.109813,-0.644900,-3.281006,-4.345199,0.251189,-0.010167,-0.002650,0.0388,0.0126,0,0,0,-0.103838
1658,200903,797.87,27.255000,6.860000,0.296528,0.0030,0.0550,0.0842,0.0355,-0.037758,0.000175,0.002432,0.0641,-0.0018,0.020364,,0.087634,0.084154,-0.708801,-1.585624,-3.376709,-4.756238,0.281665,-0.006950,-0.006608,0.0325,0.0195,0,0,0,0.087459
1659,200904,872.81,26.701333,7.076667,0.276228,0.0021,0.0539,0.0839,0.0410,-0.031360,0.000133,0.002496,-0.0649,-0.0030,0.007551,,0.094230,0.092550,0.594884,-0.798059,-3.487004,-4.814915,0.298164,-0.006975,-0.000708,0.0389,0.0129,0,0,0,0.094097
1660,200905,919.14,26.147667,7.293333,0.265432,0.0016,0.0554,0.0806,0.043200,-0.024779,0.000150,0.002889,-0.024800,0.048900,0.006381,,0.054640,0.051848,1.005322,-1.007977,-3.559678,-4.836478,0.313234,-0.006533,0.001850,0.041600,0.012200,0,0,1,0.054490
