指数代码_IdxCd,交易日期_TrdDt,开盘价(元/点)_OpPr,最高价(元/点)_HiPr,最低价(元/点)_LoPr,收盘价(元/点)_ClPr,成交量_TrdVol,成交金额(元)_TrdSum
300,2008/5/8,3774.04,3926,3761.28,3925.04,4405566800,77839103296
300,2008/5/9,3960.89,3973.06,3806.52,3878.92,5365592900,96377859470
300,2008/5/12,3804.99,3952.79,3766.58,3904.92,4538266000,81691485405
300,2008/5/13,3786.53,3923.17,3778.72,3851.69,5033801200,79847321451
300,2008/5/14,3843.47,3975.8,3843.47,3975.78,5060690100,85230874948
300,2008/5/15,4006.66,4038.85,3948.06,3948.09,5077297500,81795877187
300,2008/5/16,3948.03,3982.22,3882.89,3936.12,3972175200,66279363920
300,2008/5/19,3926.31,3936.28,3865.5,3914.07,2970958100,49755651499
300,2008/5/20,3911.1,3946.44,3698.55,3710.82,3970262900,64572032482
300,2008/5/21,3668.18,3801.07,3591.57,3783.05,4359616200,69179112266
300,2008/5/22,3732.64,3783.85,3704.16,3711.44,4074271700,66281212014
300,2008/5/23,3697.89,3741.06,3629.01,3675.15,3344043100,52530762851
300,2008/5/26,3643.01,3643.01,3555.76,3559.22,2818019000,45524374429
300,2008/5/27,3549.99,3594.66,3533.47,3576.2,2476269300,39856280158
300,2008/5/28,3583.28,3698,3561.73,3676.23,3103491400,49994772624
300,2008/5/29,3666.2,3677.02,3578.73,3580.87,2942274000,46589022223
300,2008/5/30,3585.61,3620.22,3552.66,3611.33,2859084700,46886682679
300,2008/6/2,3600.23,3650.48,3580.58,3625.83,2825335800,41966896768
300,2008/6/3,3624.57,3641.43,3585.12,3614.11,3473514100,48796407585
300,2008/6/4,3601.06,3605.06,3513.64,3546.92,2941765300,42963714390
300,2008/6/5,3529.98,3542.24,3487.79,3512.14,2398927900,36565913535
300,2008/6/6,3519.12,3532.3,3470.56,3489.5,2094422900,30298595287
300,2008/6/10,3344.45,3352.32,3188.8,3206.56,3294996100,45818267251
300,2008/6/11,3155.94,3181.82,3097.39,3140.3,2940973500,40596532584
300,2008/6/12,3123.64,3148.74,3022.88,3084.63,3145410900,42817386727
300,2008/6/13,3087.34,3108.99,2975.66,2979.12,2531983700,33193994622
300,2008/6/16,2981.09,3012.99,2900.07,2952.24,2681379400,33731835264
300,2008/6/17,2950.4,2977.89,2820.64,2842.68,2646377800,32031255853
300,2008/6/18,2820.24,3007.18,2759.11,2991.27,4256009500,52826656390
300,2008/6/19,2967.4,2967.4,2768.22,2773.08,3631903900,45264911721
300,2008/6/20,2795.47,2946.94,2691.87,2849.67,5167590500,65259567858
300,2008/6/23,2798.43,2845.48,2771.36,2789.94,2663149300,32382379598
300,2008/6/24,2775.69,2865.9,2770.99,2851.91,3179245600,38885761934
300,2008/6/25,2844.92,2973.17,2834.95,2969.54,4242526100,51619342913
300,2008/6/26,2964.52,3010.28,2922.79,2980.91,4259931200,52508562502
300,2008/6/27,2886.18,2899.84,2787.25,2816.02,4088655600,49324841031
300,2008/6/30,2782.84,2834.27,2747.61,2791.82,2529540600,31502446060
300,2008/7/1,2799.2,2809.38,2690.18,2698.35,2885158500,35242551782
300,2008/7/2,2702.63,2745.94,2670.06,2699.6,2791636500,35126248114
300,2008/7/3,2654.48,2807.68,2617.26,2760.61,4566030500,58808144277
300,2008/7/4,2751.21,2783.85,2716.02,2741.85,3790501000,47363589936
300,2008/7/7,2747.61,2890.99,2747.61,2882.76,5273202400,63284782084
300,2008/7/8,2900.57,2939.14,2841.07,2901.84,5424807800,67887147510
300,2008/7/9,2927,3015.27,2927,3015.13,6935696800,85846257404
300,2008/7/10,2970.98,3056.91,2950.2,2973.73,6164955400,77643542657
300,2008/7/11,2962.86,2988.2,2913.87,2953.5,4428710100,55085357605
300,2008/7/14,2927.24,2996.59,2917.02,2975.87,3457504300,43920558758
300,2008/7/15,2987.06,2997.67,2849.2,2852.98,4729275900,57118257308
300,2008/7/16,2818.76,2824.88,2702.66,2745.6,3940311500,45361333542
300,2008/7/17,2790.26,2812.99,2705.81,2718.07,3268733500,38054364882
300,2008/7/18,2746.54,2818.06,2690.07,2815.46,4020340200,47213298888
300,2008/7/21,2792.83,2915.29,2780.28,2911.05,4511957700,54938055539
300,2008/7/22,2905.28,2931.45,2890.25,2904.74,3881497600,47781613233
300,2008/7/23,2923.05,2941.97,2879.18,2883.32,3882123300,46949545125
300,2008/7/24,2905.04,2979.75,2902.98,2977.36,4853866500,60255656982
300,2008/7/25,2939.32,2967.72,2916.68,2939.2,4057108100,47706187738
300,2008/7/28,2959.11,2997.6,2946.49,2960.85,3930864000,47089423706
300,2008/7/29,2921.25,2921.25,2881.05,2905.63,3603627500,42192023708
300,2008/7/30,2940.02,2949.94,2866.03,2884.38,2981080000,34223911942
300,2008/7/31,2894.25,2899.07,2804.7,2805.21,2794096600,31179208420
300,2008/8/1,2786.12,2868.68,2748.76,2840.79,3403149100,39748408655
300,2008/8/4,2816.94,2832.89,2767.53,2773.15,2278232400,27440272999
300,2008/8/5,2780.76,2792.74,2695.37,2703.08,3046923500,34770819668
300,2008/8/6,2723.52,2749.1,2679.66,2721.69,2740402200,31744599201
300,2008/8/7,2717.66,2747.88,2683.41,2720.44,2337043900,26661008775
300,2008/8/8,2719.38,2719.38,2581.81,2591.46,3089458100,33617694686
300,2008/8/11,2579.8,2580.72,2442.79,2456.81,3212020600,32454532457
300,2008/8/12,2431.38,2474.32,2413.6,2444.16,2419194400,24459629832
300,2008/8/13,2427.49,2466.09,2369.58,2444.67,2755171100,27480615871
300,2008/8/14,2429.98,2461.24,2410.49,2443.51,2015723600,21156177499
300,2008/8/15,2440.39,2479.15,2412.95,2447.61,2042226100,21296936036
300,2008/8/18,2451.31,2452.63,2312.95,2313.4,2362310600,22662870912
300,2008/8/19,2285.51,2356.19,2273.89,2348.47,1947710600,18407578069
300,2008/8/20,2332.39,2533.3,2312.18,2532.94,4504341500,44564422655
300,2008/8/21,2494.26,2535.86,2438.86,2443.98,3751804000,39651327296
300,2008/8/22,2421.25,2437.43,2362.63,2404.93,2629824100,26183849138
300,2008/8/25,2408.03,2439.91,2373.76,2400.55,1864319000,18965202140
300,2008/8/26,2370.53,2390.66,2306.94,2331.53,2374193700,22262896076
300,2008/8/27,2322.54,2367.72,2291.35,2325.29,2386258400,23579970667
300,2008/8/28,2325.26,2363.56,2316.68,2335.86,2040029100,21711091860
300,2008/8/29,2347.4,2418.05,2339.52,2391.64,2887784500,29000899630
300,2008/9/1,2372.64,2372.64,2297.02,2309.17,2115280300,21384882095
300,2008/9/2,2292.69,2309.21,2268,2285.41,1844049800,18645029580
300,2008/9/3,2279.6,2296.03,2219.56,2245.96,2374947400,24066625119
300,2008/9/4,2238.64,2270.41,2216.11,2251.15,1898478000,18548580309
300,2008/9/5,2193.04,2221.09,2172.94,2183.43,2165448000,19709566302
300,2008/9/8,2189.82,2198.76,2119.12,2126.52,2218655400,20114131884
300,2008/9/9,2135.22,2150.99,2111.4,2139.14,1762429800,15480632761
300,2008/9/10,2124.97,2181.25,2099.23,2143.18,2205784400,20307095402
300,2008/9/11,2135.45,2141.99,2067.25,2072.13,2217678100,20678010831
300,2008/9/12,2071.06,2102.98,2066.44,2077.85,1919702000,17652324498
300,2008/9/16,2050.32,2050.32,1987.3,2000.65,3356326100,28769300455
300,2008/9/17,1981.25,2003.91,1923.55,1929.13,3286224200,26988614854
300,2008/9/18,1876.96,1936.73,1804.77,1895.99,4782026300,36844924114
300,2008/9/19,2065.78,2073.11,2046.22,2073.11,3652540400,32104719707
300,2008/9/22,2228.37,2258.42,2130.32,2207.61,10199387300,98415575949
300,2008/9/23,2141.6,2180.37,2118.92,2123.48,7836561700,69516678145
300,2008/9/24,2072.65,2139.22,2050.97,2138.85,4532818000,40183637783
300,2008/9/25,2143.73,2256.27,2139.62,2223.53,7423791200,71758274921
300,2008/9/26,2234.46,2257.16,2192.13,2243.66,5942994300,59518096758
300,2008/10/6,2206.56,2206.56,2128.27,2128.7,4557526400,41827343311
300,2008/10/7,2043.92,2136.12,2024.65,2102.45,4306532500,41512000958
300,2008/10/8,2041.99,2073.07,2000.52,2022.88,3687470000,34689894735
300,2008/10/9,2059.59,2063.3,1993.01,1995.3,3358231100,31760285142
300,2008/10/10,1913.27,1938.21,1881.67,1906.96,3915159300,32924106745
300,2008/10/13,1889.75,1985.63,1841.53,1985.49,4353812000,37606423760
300,2008/10/14,2054.41,2060.49,1934.46,1934.62,5433194600,48975116647
300,2008/10/15,1911.03,1930.63,1892.02,1914.36,3189239800,26555892254
300,2008/10/16,1833.48,1866.9,1818.93,1820.9,4052964800,32493846831
300,2008/10/17,1837.91,1851.33,1805.67,1833.26,2871542000,23017436110
300,2008/10/20,1828.41,1899.35,1802.1,1896.73,3327715200,28435447591
300,2008/10/21,1901.24,1928.19,1880.52,1881.41,3890839500,33588996418
300,2008/10/22,1854.6,1887.31,1832.45,1833.32,3296857200,26562835681
300,2008/10/23,1794.68,1836.41,1779.13,1834.78,3575865400,29078802729
300,2008/10/24,1831.46,1840.88,1769.11,1781.6,3298066800,27101012205
300,2008/10/27,1746.67,1746.67,1652.79,1654.67,3644184700,27867517905
300,2008/10/28,1614.62,1716.31,1607.67,1705.82,4679280400,36435875520
300,2008/10/29,1723.23,1731.26,1657.65,1658.22,3886948800,31224265101
300,2008/10/30,1669.97,1723.93,1646.35,1697.66,4128429200,32165805381
300,2008/10/31,1688.09,1696.65,1655.09,1663.66,2831453400,21281902723
300,2008/11/3,1648.56,1684.56,1643.42,1653.54,2538109700,19514009916
300,2008/11/4,1646.2,1648.45,1606.73,1627.76,2610016500,18984761503
300,2008/11/5,1641.26,1714.66,1641.26,1691.42,4241821000,31500415037
300,2008/11/6,1648.13,1661.44,1638.34,1649.78,3078417900,21547045143
300,2008/11/7,1618.75,1690.11,1612.74,1677.83,3152159000,23620464927
300,2008/11/10,1714.12,1803.12,1714.12,1801.66,6394885900,47322292085
300,2008/11/11,1795.3,1824.93,1778.33,1781.36,6607285100,49194274324
300,2008/11/12,1758.48,1806.23,1754.29,1801.82,4408796000,34453792525
300,2008/11/13,1777.03,1891.94,1765.63,1874.08,8323455200,64988756213
300,2008/11/14,1893.31,1943.65,1874.93,1943.65,9116871700,73429585039
300,2008/11/17,1934.74,1987.22,1919.97,1987.22,8783662600,70919184237
300,2008/11/18,1974.38,1994.82,1831.76,1839.82,9727835300,76165748641
300,2008/11/19,1831.6,1959.52,1823.27,1953.16,8211740800,64838117216
300,2008/11/20,1916.7,1976.95,1900.27,1932.43,8318703800,66919038879
300,2008/11/21,1872.27,1968.89,1835.09,1920.73,8304932900,66124274844
300,2008/11/24,1913.99,1923.93,1835.86,1837.64,5056151700,39794620401
300,2008/11/25,1870.06,1883.1,1801.56,1834.29,4281459000,34629652337
300,2008/11/26,1832.11,1865.65,1815.02,1843.49,4556563500,34732301415
300,2008/11/27,1961.89,1969.02,1870.05,1870.47,8800832200,71753358088
300,2008/11/28,1851.1,1866.26,1815.45,1829.92,5159066000,40648514423
300,2008/12/1,1823.77,1864.3,1799.84,1864.2,4838633300,38237160240
300,2008/12/2,1821.54,1891.13,1814.9,1868.63,6135023500,48151924129
300,2008/12/3,1884.6,1952.67,1884.6,1952.67,8501914400,67393273254
300,2008/12/4,1980.44,2046.47,1978.14,1982.93,11918344100,98580218133
300,2008/12/5,1969.74,2014.2,1965.09,2013.17,7436632600,59950691704
300,2008/12/8,2040.47,2095.47,2033.98,2095.04,10760713100,89176050245
300,2008/12/9,2104.12,2107.6,2038.07,2040.85,9250981400,77546690089
300,2008/12/10,2028.51,2096.39,2014.28,2096.39,8327106200,70751388012
300,2008/12/11,2087.43,2107.29,2043.62,2046.34,7355623600,63777696206
300,2008/12/12,2027.07,2038.18,1936.28,1960.38,6738726600,54866552688
300,2008/12/15,1991.55,2006.22,1941.05,1975.03,5045109600,40756443942
300,2008/12/16,1956.99,1994.96,1919.87,1994.45,4792487800,38552247941
300,2008/12/17,2002.03,2030.39,1995.65,2001.42,5868515000,49120177368
300,2008/12/18,2001.05,2045.94,1982.43,2045.1,5842922400,48455152683
300,2008/12/19,2037.37,2075.38,2033.11,2052.11,6331122700,53410396118
300,2008/12/22,2050.77,2055.37,1993.33,2017.55,5294946400,43843460414
300,2008/12/23,2019.23,2019.23,1918.43,1918.95,6359046400,50825766644
300,2008/12/24,1893.22,1912.78,1872.65,1887.08,4420183100,34210526666
300,2008/12/25,1891.53,1902.71,1848.71,1870.77,3991683400,30805996716
300,2008/12/26,1868.34,1881.08,1850.5,1862.1,3456088800,28536313731
300,2008/12/29,1852.41,1861.3,1816.06,1854.76,3598687300,29329563341
300,2008/12/30,1852.95,1867.41,1824.53,1833.43,3758462700,29628506787
300,2008/12/31,1835.11,1844.42,1813.73,1817.72,3563135500,27291914244
300,2009/1/5,1848.33,1882.96,1837.84,1882.96,4818702000,39217076790
300,2009/1/6,1880.67,1948.49,1873.01,1942.8,7097409700,59262170581
300,2009/1/7,1942.67,1959.25,1930.87,1931.18,5970216700,50143418262
300,2009/1/8,1894.66,1902.8,1873.65,1887.99,5344649000,47210802398
300,2009/1/9,1886.49,1923.42,1886.49,1918.37,4740721600,41511211439
300,2009/1/12,1911.74,1947.08,1905.62,1920.69,5423415600,46981492708
300,2009/1/13,1892.65,1908.2,1874.97,1876.18,4981813700,40201464676
300,2009/1/14,1873.63,1955.24,1873.63,1955.24,5928323100,52658994886
300,2009/1/15,1935.39,1977.19,1930.3,1954.87,7894364800,67144772684
300,2009/1/16,1965.44,2026.65,1965.44,1990.21,9653863300,84717648664
300,2009/1/19,2010.58,2052.19,1993.95,2012.46,8194817700,69785530299
300,2009/1/20,2006.53,2025.19,1986.06,2025.19,5325926200,45640127686
300,2009/1/21,1993.67,2047.11,1988.24,2021.71,6411742800,59914192082
300,2009/1/22,2034.29,2048.48,2012.74,2044.55,5886194700,53439127032
300,2009/1/23,2039.52,2054.33,2025.19,2032.68,5750410900,49887828217
300,2009/2/2,2052.44,2059.34,2029.72,2057.06,5145390600,46126546742
300,2009/2/3,2056.8,2108.94,2049.89,2108.91,8764030200,75554097848
300,2009/2/4,2118.56,2166.41,2117.02,2166.41,10088842800,87192159423
300,2009/2/5,2164.55,2211.18,2135.67,2150.97,11510012200,1.01712E+11
300,2009/2/6,2158.08,2240.02,2158.08,2237.28,10666490400,95640063068
300,2009/2/9,2271.59,2307.91,2257.49,2296.67,12952367000,1.19887E+11
300,2009/2/10,2288.07,2327.1,2263.53,2326.76,11629454800,1.07892E+11
300,2009/2/11,2287.23,2381.19,2275.57,2331.14,14757663700,1.44588E+11
300,2009/2/12,2335.4,2344.66,2248.48,2318.34,11982621800,1.1605E+11
300,2009/2/13,2321.56,2402.44,2307.09,2399.07,14040991000,1.34471E+11
300,2009/2/16,2421.19,2462.39,2397.18,2462.24,15234666900,1.4738E+11
300,2009/2/17,2460.57,2470.62,2384.79,2385.29,14101499100,1.37971E+11
300,2009/2/18,2331.66,2369.05,2272.51,2275.84,11542206200,1.12456E+11
300,2009/2/19,2295.65,2324.68,2259.59,2298.41,9085392800,88398854014
300,2009/2/20,2300.81,2344.77,2276.3,2344.32,8663206900,85247213566
300,2009/2/23,2333.81,2419.53,2307.92,2410.48,10946540300,1.0938E+11
300,2009/2/24,2376.7,2411.91,2294.52,2301.85,12701755500,1.27131E+11
300,2009/2/25,2325.04,2337.42,2226.44,2304.25,10787752800,1.08878E+11
300,2009/2/26,2295.43,2332.35,2167.15,2190.18,10220038500,1.01795E+11
300,2009/2/27,2164.54,2186.82,2117.06,2140.49,8707641500,80337456328
300,2009/3/2,2123.37,2177.29,2112.34,2164.67,6274618100,60877953675
300,2009/3/3,2109.84,2168.22,2100.64,2142.15,6616731400,64109642424
300,2009/3/4,2150.24,2290.94,2150.24,2285.15,11075003300,1.05872E+11
300,2009/3/5,2314.08,2340.37,2259.8,2304.92,13198734700,1.28867E+11
300,2009/3/6,2260.76,2313.2,2255.82,2286.58,8596545000,85495320495
300,2009/3/9,2302.01,2333.98,2198.55,2202.53,8655594800,83758904259
300,2009/3/10,2175.31,2241.24,2168.32,2240.78,5666044900,55058099404
300,2009/3/11,2288.05,2292.4,2212.88,2220.38,7083867600,70589122656
300,2009/3/12,2208.04,2220.3,2156.6,2215.7,5570011100,53843902595
300,2009/3/13,2229.25,2250.24,2200.97,2205.42,5408309400,54636247867
300,2009/3/16,2197.25,2247.11,2180.05,2241.61,4877385400,48128301349
300,2009/3/17,2244.11,2329.3,2239.67,2322.4,9298052800,94028682141
300,2009/3/18,2335.42,2370.56,2328.86,2332.65,10187007100,1.0362E+11
300,2009/3/19,2337.52,2386.23,2331.26,2382.56,9731876600,1.01348E+11
300,2009/3/20,2389.89,2397.21,2343.27,2379.84,10939673800,1.14787E+11
300,2009/3/23,2384.67,2448.35,2375.52,2439.39,11631304900,1.27794E+11
300,2009/3/24,2477.57,2483.83,2440.53,2451.78,11199352500,1.21593E+11
300,2009/3/25,2435.63,2472.94,2401.05,2401.33,9581666000,1.05406E+11
300,2009/3/26,2407.76,2479.83,2379.95,2479.79,11324945200,1.18049E+11
300,2009/3/27,2501,2516.38,2481.69,2498.93,13536854600,1.3414E+11
300,2009/3/30,2501.31,2508.14,2471.37,2484.49,9415166500,1.00003E+11
300,2009/3/31,2436.78,2507.9,2423.57,2507.79,9546175200,1.06631E+11
300,2009/4/1,2519.89,2566.54,2519.89,2548.22,12630762500,1.37118E+11
300,2009/4/2,2558.77,2599.25,2558.26,2576.4,13514680600,1.43709E+11
300,2009/4/3,2597.92,2612.37,2555.61,2570.5,12365521600,1.31076E+11
300,2009/4/7,2570.63,2597.06,2543.65,2576.95,8608325700,93919114170
300,2009/4/8,2563.72,2573.09,2479.35,2479.35,9932809400,1.07144E+11
300,2009/4/9,2477.42,2517.74,2457.42,2517.67,7459370300,82860990025
300,2009/4/10,2540.11,2595.6,2530.62,2595.53,10414440800,1.2186E+11
300,2009/4/13,2621.98,2668.28,2619.37,2656.52,13901454100,1.56802E+11
300,2009/4/14,2651.2,2682.91,2637.38,2676.87,11049130400,1.2684E+11
300,2009/4/15,2662.73,2690.64,2627.81,2686.99,12066529200,1.33586E+11
300,2009/4/16,2690.51,2706.63,2643.32,2687.11,12372961300,1.3161E+11
300,2009/4/17,2675.67,2693.29,2628.63,2650.69,10152880800,1.16185E+11
300,2009/4/20,2643.73,2708.45,2640.99,2707.67,9590369400,1.05081E+11
300,2009/4/21,2670.28,2697.72,2634.53,2675.44,10818525200,1.18474E+11
300,2009/4/22,2687.86,2713.3,2563.36,2576.28,12404641300,1.31945E+11
300,2009/4/23,2555.53,2604.16,2543.91,2593.56,8088794200,84795657156
300,2009/4/24,2605.7,2609.87,2570.38,2572.89,7336096900,81956596002
300,2009/4/27,2566.92,2576.52,2499.44,2513.29,7203939000,75040611359
300,2009/4/28,2490.53,2531.54,2485.8,2518.53,5926498300,66247490056
300,2009/4/29,2518.85,2615.81,2514.14,2605.37,8188500600,91496802664
300,2009/4/30,2616.49,2640.02,2604.45,2622.93,8580934800,96903683541
300,2009/5/4,2635.13,2715.19,2632.3,2714.3,10291656500,1.13351E+11
300,2009/5/5,2733.11,2751.25,2713.23,2727.01,10231372200,1.12642E+11
300,2009/5/6,2721.82,2771.21,2713.54,2764.98,10580665000,1.18232E+11
300,2009/5/7,2783.58,2797.47,2731.8,2767.08,12210116100,1.36966E+11
300,2009/5/8,2751.5,2800.22,2733.33,2789.22,10672498800,1.20873E+11
300,2009/5/11,2808.14,2839.61,2725.27,2725.32,12536445200,1.40456E+11
300,2009/5/12,2702.74,2788.61,2699.95,2788.56,8869594200,93421458334
300,2009/5/13,2792.42,2822.71,2775.57,2814.01,10711285600,1.23638E+11
300,2009/5/14,2781.05,2804.48,2757.55,2792.6,8263932900,96156100934
300,2009/5/15,2800.57,2815.46,2773.32,2796.12,6493143100,74973035097
300,2009/5/18,2782.59,2813.76,2740.92,2810.57,7483578600,88479091592
300,2009/5/19,2836.34,2849.63,2821.95,2840.08,9770361700,1.16543E+11
300,2009/5/20,2843.55,2849.64,2812.6,2812.86,8793921500,1.05146E+11
300,2009/5/21,2795.83,2808.29,2735.77,2750.01,8553539400,1.02876E+11
300,2009/5/22,2733.02,2762.74,2719.12,2740.68,6149901200,74407198653
300,2009/5/25,2684.21,2761.39,2675.28,2752.72,7409167100,91048816066
300,2009/5/26,2757.31,2762.81,2718.55,2719.76,7231601200,88894895681
300,2009/5/27,2734.42,2768.57,2715.82,2759.71,6797664500,78602246106
300,2009/6/1,2798.93,2864.47,2798.93,2858.34,10856488300,1.32968E+11
300,2009/6/2,2878.53,2892.78,2855.06,2865.1,10833839700,1.30132E+11
300,2009/6/3,2865.73,2939.39,2864.71,2939.39,11207331000,1.31607E+11
300,2009/6/4,2924.27,2961.04,2899.67,2953.75,13012771000,1.53771E+11
300,2009/6/5,2966.07,2975.18,2937.18,2939.31,10847632400,1.31348E+11
300,2009/6/8,2937.64,2978.23,2912.49,2948.48,9611636600,1.14539E+11
300,2009/6/9,2948.95,2960.9,2892.72,2960.56,9198988600,1.08747E+11
300,2009/6/10,2972.42,2995.7,2966.59,2989.59,10179003900,1.16455E+11
300,2009/6/11,2982.97,3000.86,2951.27,2961.63,8711599700,1.0189E+11
300,2009/6/12,2955.57,2976.86,2883.32,2906.29,8006706700,92135559576
300,2009/6/15,2911.42,2967.1,2898.07,2966.19,7435209000,92689634822
300,2009/6/16,2936.51,2979.41,2929.04,2961.22,7017924200,89928387200
300,2009/6/17,2957.58,3017.41,2930.49,3010.59,7729311800,99945527361
300,2009/6/18,3014.44,3061.75,3014.44,3057.43,9628131600,1.22777E+11
300,2009/6/19,3061.9,3086.72,3047.27,3080,10251806900,1.19434E+11
300,2009/6/22,3106.39,3116.16,3072.53,3082.56,10395258300,1.22685E+11
300,2009/6/23,3036.4,3128.53,3028.45,3083.89,11150673400,1.27095E+11
300,2009/6/24,3079.49,3121.21,3068.24,3120.73,10942431300,1.32431E+11
300,2009/6/25,3125.66,3141.17,3103.87,3117.92,8280688700,1.07707E+11
300,2009/6/26,3126.23,3137.08,3109.32,3128.42,7050090800,88663497082
300,2009/6/29,3132.11,3182.41,3122.16,3179.97,8499707500,1.07539E+11
300,2009/6/30,3191.64,3195.72,3159.63,3166.47,8678234700,1.18926E+11
300,2009/7/1,3153.54,3238.79,3150.65,3237.9,9695056500,1.29831E+11
300,2009/7/2,3248.2,3285.09,3247.57,3282.36,11298929400,1.52595E+11
300,2009/7/3,3254.93,3327.67,3249.11,3327.14,10573259200,1.42531E+11
300,2009/7/6,3333.1,3378.05,3333.1,3374.75,13526404900,1.75857E+11
300,2009/7/7,3368.33,3393.22,3327.35,3340.49,12960079900,1.60451E+11
300,2009/7/8,3306.43,3368.07,3261.32,3352.27,11386759200,1.47303E+11
300,2009/7/9,3348.22,3396.48,3334.68,3396.3,11308152300,1.4825E+11
300,2009/7/10,3398.91,3428.03,3375.97,3398.31,10617491200,1.40746E+11
300,2009/7/13,3382.57,3403.74,3358.52,3361.01,9961965100,1.32301E+11
300,2009/7/14,3375.87,3454.75,3375.87,3454.75,10752042500,1.43258E+11
300,2009/7/15,3467.13,3497.51,3467.13,3493.3,13348300200,1.76773E+11
300,2009/7/16,3516.78,3543.02,3489.56,3501.24,12931332900,1.78974E+11
300,2009/7/17,3499.51,3527.47,3482.87,3519.81,10654970400,1.4614E+11
300,2009/7/20,3532.52,3594.87,3515.53,3591.12,13646853900,1.8969E+11
300,2009/7/21,3603.4,3610.33,3533.16,3539.83,13060096100,1.84935E+11
300,2009/7/22,3532.63,3607.37,3532.38,3606.92,11523854600,1.68878E+11
300,2009/7/23,3613.6,3653.84,3596.36,3651.97,11638160900,1.6098E+11
300,2009/7/24,3672.21,3687.49,3591.88,3667.56,12797935200,1.82205E+11
300,2009/7/27,3680.15,3744.24,3669.51,3743.63,13880804000,2.00824E+11
300,2009/7/28,3745.55,3756.78,3705.05,3755.82,14626788500,2.10479E+11
300,2009/7/29,3741.78,3765.59,3453.64,3558.51,16740612600,2.2656E+11
300,2009/7/30,3587.05,3656.92,3511.29,3634.82,13496887900,1.85494E+11
300,2009/7/31,3670.19,3735.8,3635.55,3734.62,13223983400,1.84432E+11
300,2009/8/3,3754.22,3789.93,3716.57,3787.03,13641589900,1.98441E+11
300,2009/8/4,3803.06,3803.06,3712.43,3786.61,14103573900,2.05134E+11
300,2009/8/5,3781.4,3789.13,3691.98,3740.94,13344445300,1.94012E+11
300,2009/8/6,3707.91,3739.58,3602.57,3663.12,11810152500,1.78406E+11
300,2009/8/7,3655.46,3686.54,3539.7,3555.09,10057575100,1.48656E+11
300,2009/8/10,3589.72,3613.46,3485.36,3544.54,8487068100,1.26565E+11
300,2009/8/11,3558.64,3569.15,3509.72,3556.38,6449719700,95318920590
300,2009/8/12,3546.5,3546.5,3390.36,3397.4,9253538600,1.31868E+11
300,2009/8/13,3398.89,3448.86,3338.85,3440.82,8708180000,1.23584E+11
300,2009/8/14,3437.95,3454.95,3334.73,3344.46,8824862700,1.26573E+11
300,2009/8/17,3283.44,3319.8,3137.48,3140.27,9172390200,1.21243E+11
300,2009/8/18,3110.71,3186.82,3083.2,3171.99,7734303500,1.00691E+11
300,2009/8/19,3178.28,3183.01,2982.22,3014.57,8160402000,1.04779E+11
300,2009/8/20,3021.25,3146.57,3021.25,3144.39,7951921600,1.07656E+11
300,2009/8/21,3135.37,3221.17,3113.7,3203.62,8661680500,1.13911E+11
300,2009/8/24,3222.4,3241.52,3178.86,3229.6,8041406800,1.10908E+11
300,2009/8/25,3210.85,3210.85,3019.12,3109.83,9753013900,1.28446E+11
300,2009/8/26,3082.68,3203.79,3065.46,3172.39,8203640400,1.09792E+11
300,2009/8/27,3149.57,3212.27,3116.89,3156.3,8012520100,1.03605E+11
300,2009/8/28,3152.04,3168.19,3030.73,3046.78,8401794600,1.08787E+11
300,2009/8/31,3003.54,3003.54,2825.77,2830.27,8451731100,1.05568E+11
300,2009/9/1,2804.58,2901.28,2795.49,2843.7,7053530600,87743214169
300,2009/9/2,2824.64,2904.79,2813.62,2890.93,6084338600,76293192942
300,2009/9/3,2898.45,3059.99,2892.65,3051.96,9315744700,1.18821E+11
300,2009/9/4,3055.35,3099.39,3038.99,3077.14,8698471500,1.16182E+11
300,2009/9/7,3097.79,3153.23,3078.13,3104.21,8279074000,1.13813E+11
300,2009/9/8,3084.2,3170.97,3047.3,3170.97,8396563400,1.17969E+11
300,2009/9/9,3188.31,3207.39,3143.74,3194.91,9119115500,1.31814E+11
300,2009/9/10,3179.19,3204.12,3150.17,3162.91,6656600700,91467422572
300,2009/9/11,3152.82,3253.45,3152.69,3238.13,8068966000,1.08989E+11
300,2009/9/14,3248.35,3298.91,3240.53,3293.39,8739388300,1.17065E+11
300,2009/9/15,3298.81,3325.74,3264.95,3302.64,8709217700,1.16411E+11
300,2009/9/16,3290.39,3296.94,3212.45,3258.24,8824448100,1.23641E+11
300,2009/9/17,3274.58,3329.12,3274.58,3320.1,9133340400,1.25326E+11
300,2009/9/18,3325.06,3330.43,3170.96,3199.69,10048840400,1.31632E+11
300,2009/9/21,3163.51,3210.64,3090.61,3208.6,7280197400,99685177047
300,2009/9/22,3196.01,3237.22,3131.02,3131.03,7342510100,1.01634E+11
300,2009/9/23,3130.14,3159.17,3041.41,3060.07,6601371600,89049563859
300,2009/9/24,3041.82,3122.05,2989.24,3080.93,6515210200,86891307312
300,2009/9/25,3057.11,3090.07,3028.41,3058.53,4582049200,60733021040
300,2009/9/28,3066.37,3088.08,2959.74,2972.64,4191835200,54593201741
300,2009/9/29,2975.53,2998.55,2923.93,2972.29,4593235200,56674417416
300,2009/9/30,2992.98,3033.74,2988.29,3004.8,4218452400,54803607410
